Dyad,Player,Stage,Round,Score
65341-70195,653417087265915,2,8,2
65341-70195,653417087265915,2,9,3
65341-70195,701956199806898,2,9,2
65341-70195,653417087265915,2,10,0
65341-70195,701956199806898,2,10,2
65341-70195,653417087265915,2,11,4
65341-70195,701956199806898,2,11,3
65341-70195,653417087265915,2,12,3
65341-70195,701956199806898,2,12,2
65341-70195,653417087265915,2,13,4
65341-70195,701956199806898,2,13,2
65341-70195,653417087265915,2,14,1
65341-70195,701956199806898,2,14,0
65341-70195,653417087265915,2,15,2
65341-70195,701956199806898,2,15,3
65341-70195,653417087265915,2,16,2
65341-70195,701956199806898,2,16,2
65341-70195,653417087265915,2,17,5
65341-70195,701956199806898,2,17,3
65341-70195,653417087265915,2,18,3
65341-70195,701956199806898,2,18,1
65341-70195,653417087265915,2,19,5
65341-70195,701956199806898,2,19,5
65341-70195,653417087265915,2,20,3
65341-70195,701956199806898,2,20,2
65341-70195,653417087265915,2,21,3
65341-70195,701956199806898,2,21,4
65341-70195,653417087265915,2,22,0
65341-70195,701956199806898,2,22,2
65341-70195,653417087265915,2,23,3
65341-70195,701956199806898,2,23,4
65341-70195,653417087265915,2,24,0
65341-70195,701956199806898,2,24,1
65341-70195,653417087265915,2,25,3
65341-70195,701956199806898,2,25,1
71778-53017,717785663593607,1,1,3
71778-53017,530175649915504,1,1,1
71778-53017,717785663593607,1,2,4
71778-53017,530175649915504,1,2,0
71778-53017,717785663593607,1,3,0
71778-53017,530175649915504,1,3,4
71778-53017,717785663593607,1,4,3
71778-53017,530175649915504,1,4,4
71778-53017,530175649915504,1,5,4
71778-53017,717785663593607,1,5,0
71778-53017,717785663593607,1,6,3
71778-53017,530175649915504,1,6,3
71778-53017,717785663593607,1,7,1
71778-53017,530175649915504,1,7,1
71778-53017,717785663593607,1,8,2
71778-53017,530175649915504,1,8,2
71778-53017,717785663593607,1,9,0
71778-53017,530175649915504,1,9,1
71778-53017,717785663593607,1,10,3
71778-53017,530175649915504,1,10,2
71778-53017,717785663593607,1,11,2
71778-53017,530175649915504,1,11,2
71778-53017,717785663593607,1,12,4
71778-53017,530175649915504,1,12,2
71778-53017,717785663593607,1,13,1
71778-53017,530175649915504,1,13,1
71778-53017,717785663593607,1,14,1
71778-53017,530175649915504,1,14,3
71778-53017,717785663593607,1,15,3
71778-53017,530175649915504,1,15,2
71778-53017,530175649915504,1,16,2
71778-53017,717785663593607,1,16,3
71778-53017,530175649915504,1,17,3
71778-53017,717785663593607,1,17,4
71778-53017,717785663593607,1,18,2
71778-53017,530175649915504,1,18,1
71778-53017,717785663593607,1,19,3
71778-53017,530175649915504,1,19,1
71778-53017,717785663593607,1,20,3
71778-53017,530175649915504,1,20,4
71778-53017,717785663593607,2,1,2
71778-53017,530175649915504,2,1,0
71778-53017,717785663593607,2,2,3
71778-53017,530175649915504,2,2,2
71778-53017,717785663593607,2,3,1
71778-53017,530175649915504,2,3,2
71778-53017,717785663593607,2,4,1
71778-53017,530175649915504,2,4,1
71778-53017,717785663593607,2,5,4
71778-53017,530175649915504,2,5,2
71778-53017,530175649915504,2,6,1
71778-53017,717785663593607,2,6,1
71778-53017,717785663593607,2,7,1
71778-53017,530175649915504,2,7,1
71778-53017,717785663593607,2,8,1
71778-53017,530175649915504,2,8,0
71778-53017,717785663593607,2,9,3
71778-53017,530175649915504,2,9,4
71778-53017,717785663593607,2,10,0
71778-53017,530175649915504,2,10,0
71778-53017,717785663593607,2,11,0
71778-53017,530175649915504,2,11,3
71778-53017,717785663593607,2,12,0
71778-53017,530175649915504,2,12,1
71778-53017,530175649915504,2,13,0
71778-53017,717785663593607,2,13,0
71778-53017,717785663593607,2,14,0
71778-53017,530175649915504,2,14,0
71778-53017,717785663593607,2,15,1
71778-53017,530175649915504,2,15,0
71778-53017,717785663593607,2,16,2
71778-53017,530175649915504,2,16,0
71778-53017,717785663593607,2,17,1
71778-53017,530175649915504,2,17,1
71778-53017,717785663593607,2,18,2
71778-53017,530175649915504,2,18,0
71778-53017,530175649915504,2,19,2
71778-53017,717785663593607,2,19,1
71778-53017,717785663593607,2,20,3
71778-53017,530175649915504,2,20,1
71778-53017,530175649915504,2,21,2
71778-53017,717785663593607,2,21,2
71778-53017,717785663593607,2,22,2
71778-53017,530175649915504,2,22,0
71778-53017,717785663593607,2,23,2
71778-53017,530175649915504,2,23,2
71778-53017,717785663593607,2,24,2
71778-53017,530175649915504,2,24,0
71778-53017,530175649915504,2,25,0
71778-53017,717785663593607,2,25,1
