Dyad,Player,Round,objectAsked,objectReceived
93498-57924,579246711735224,9,XOL,-
93498-57924,579246711735224,9,ZAB,-
93498-57924,579246711735224,9,ZAB,-
93498-57924,579246711735224,9,ZAB,-
93498-57924,934989713159287,9,DUP,-
93498-57924,934989713159287,10,DUP,-
93498-57924,934989713159287,10,DUP,-
93498-57924,934989713159287,10,DUP,-
93498-57924,934989713159287,10,DUP,-
93498-57924,934989713159287,10,DUP,-
93498-57924,934989713159287,10,DUP,-
93498-57924,934989713159287,10,DUP,-
93498-57924,934989713159287,10,DUP,-
93498-57924,579246711735224,10,ZAB,-
93498-57924,579246711735224,10,DUP,-
93498-57924,934989713159287,10,DUP,-
93498-57924,579246711735224,10,DUP,-
93498-57924,579246711735224,10,ZAB,-
93498-57924,579246711735224,10,XOL,-
93498-57924,579246711735224,10,XOL,-
93498-57924,579246711735224,10,DUP,-
93498-57924,579246711735224,10,DUP,-
93498-57924,579246711735224,10,DUP,-
93498-57924,579246711735224,10,XOL,-
93498-57924,579246711735224,10,ZAB,-
93498-57924,934989713159287,10,DUP,-
93498-57924,934989713159287,10,DUP,-
93498-57924,934989713159287,10,DUP,-
93498-57924,934989713159287,10,DUP,-
93498-57924,934989713159287,10,DUP,-
93498-57924,579246711735224,10,XOL,-
93498-57924,579246711735224,10,DUP,-
93498-57924,579246711735224,10,ZAB,-
93498-57924,579246711735224,10,XOL,-
93498-57924,579246711735224,10,ZAB,-
93498-57924,579246711735224,10,XOL,-
93498-57924,579246711735224,10,ZAB,-
93498-57924,579246711735224,10,XOL,-
93498-57924,934989713159287,10,DUP,-
93498-57924,579246711735224,10,XOL,-
93498-57924,934989713159287,10,DUP,-
93498-57924,579246711735224,10,XOL,-
93498-57924,934989713159287,10,DUP,-
93498-57924,579246711735224,10,ZAB,-
93498-57924,579246711735224,10,XOL,-
93498-57924,579246711735224,10,XOL,-
93498-57924,579246711735224,10,DUP,-
93498-57924,579246711735224,10,ZAB,-
93498-57924,579246711735224,10,XOL,-
93498-57924,579246711735224,10,ZAB,-
93498-57924,579246711735224,10,XOL,-
93498-57924,579246711735224,10,XOL,-
93498-57924,579246711735224,10,XOL,-
93498-57924,934989713159287,10,DUP,-
93498-57924,934989713159287,10,ZAB,-
93498-57924,934989713159287,10,ZAB,-
93498-57924,934989713159287,10,DUP,-
93498-57924,934989713159287,10,DUP,-
93498-57924,934989713159287,10,DUP,-
93498-57924,934989713159287,10,XOL,-
93498-57924,934989713159287,10,XOL,-
93498-57924,934989713159287,10,ZAB,-
93498-57924,934989713159287,10,ZAB,-
93498-57924,934989713159287,10,DUP,-
93498-57924,934989713159287,10,ZAB,-
93498-57924,579246711735224,11,DUP,-
93498-57924,579246711735224,11,XOL,-
93498-57924,579246711735224,11,XOL,-
93498-57924,579246711735224,11,ZAB,-
93498-57924,579246711735224,11,XOL,-
93498-57924,579246711735224,11,XOL,-
93498-57924,579246711735224,11,ZAB,-
93498-57924,579246711735224,11,XOL,-
93498-57924,579246711735224,11,XOL,-
93498-57924,579246711735224,11,XOL,-
93498-57924,934989713159287,11,DUP,-
93498-57924,934989713159287,11,DUP,-
93498-57924,934989713159287,11,DUP,-
93498-57924,934989713159287,11,DUP,-
93498-57924,934989713159287,11,DUP,-
93498-57924,579246711735224,11,XOL,-
93498-57924,579246711735224,11,ZAB,-
93498-57924,579246711735224,11,ZAB,-
93498-57924,579246711735224,11,DUP,-
93498-57924,579246711735224,11,ZAB,-
93498-57924,579246711735224,11,ZAB,-
93498-57924,579246711735224,11,DUP,-
93498-57924,934989713159287,11,DUP,-
93498-57924,579246711735224,11,XOL,-
93498-57924,579246711735224,11,DUP,-
93498-57924,579246711735224,11,DUP,-
93498-57924,934989713159287,11,DUP,-
93498-57924,579246711735224,11,ZAB,-
93498-57924,579246711735224,11,XOL,-
93498-57924,579246711735224,11,XOL,-
93498-57924,579246711735224,11,ZAB,-
93498-57924,934989713159287,11,ZAB,-
93498-57924,579246711735224,11,XOL,-
93498-57924,579246711735224,11,DUP,-
93498-57924,579246711735224,11,DUP,-
93498-57924,934989713159287,11,DUP,-
93498-57924,934989713159287,11,DUP,-
93498-57924,934989713159287,11,DUP,-
93498-57924,934989713159287,11,DUP,-
93498-57924,579246711735224,11,XOL,-
93498-57924,579246711735224,11,ZAB,-
93498-57924,579246711735224,12,DUP,-
93498-57924,934989713159287,12,ZAB,-
93498-57924,579246711735224,12,DUP,-
93498-57924,934989713159287,12,DUP,-
93498-57924,579246711735224,12,ZAB,-
93498-57924,934989713159287,12,DUP,-
93498-57924,579246711735224,12,XOL,-
93498-57924,934989713159287,12,ZAB,-
93498-57924,934989713159287,12,DUP,-
93498-57924,579246711735224,12,ZAB,-
93498-57924,934989713159287,12,ZAB,-
93498-57924,579246711735224,12,DUP,-
93498-57924,934989713159287,12,XOL,-
93498-57924,579246711735224,12,DUP,-
93498-57924,934989713159287,12,DUP,-
93498-57924,934989713159287,12,XOL,-
93498-57924,579246711735224,12,ZAB,-
93498-57924,579246711735224,12,XOL,-
93498-57924,934989713159287,12,ZAB,-
93498-57924,934989713159287,12,DUP,-
93498-57924,934989713159287,12,XOL,-
93498-57924,934989713159287,12,ZAB,-
93498-57924,934989713159287,12,ZAB,-
93498-57924,934989713159287,12,XOL,-
93498-57924,934989713159287,12,DUP,-
93498-57924,579246711735224,12,ZAB,-
93498-57924,579246711735224,12,XOL,-
93498-57924,579246711735224,12,XOL,-
93498-57924,579246711735224,12,DUP,-
93498-57924,579246711735224,12,ZAB,-
93498-57924,579246711735224,12,ZAB,-
93498-57924,934989713159287,12,ZAB,-
93498-57924,579246711735224,12,XOL,-
93498-57924,934989713159287,12,ZAB,-
93498-57924,934989713159287,12,DUP,-
93498-57924,934989713159287,12,DUP,-
93498-57924,579246711735224,12,ZAB,-
93498-57924,934989713159287,12,DUP,-
93498-57924,934989713159287,12,XOL,-
93498-57924,934989713159287,12,DUP,-
93498-57924,934989713159287,12,XOL,-
93498-57924,579246711735224,12,DUP,-
93498-57924,934989713159287,12,DUP,-
93498-57924,579246711735224,12,ZAB,-
93498-57924,934989713159287,12,XOL,-
93498-57924,579246711735224,12,ZAB,-
93498-57924,579246711735224,12,XOL,-
93498-57924,579246711735224,12,ZAB,-
93498-57924,579246711735224,12,DUP,-
93498-57924,579246711735224,12,XOL,-
93498-57924,579246711735224,12,DUP,-
93498-57924,934989713159287,12,ZAB,-
93498-57924,934989713159287,12,XOL,-
93498-57924,579246711735224,12,DUP,-
93498-57924,934989713159287,13,DUP,-
93498-57924,934989713159287,13,DUP,-
93498-57924,579246711735224,13,ZAB,-
93498-57924,934989713159287,13,DUP,-
93498-57924,579246711735224,13,DUP,-
93498-57924,579246711735224,13,ZAB,-
93498-57924,579246711735224,13,DUP,-
93498-57924,579246711735224,13,DUP,-
93498-57924,579246711735224,13,ZAB,-
93498-57924,579246711735224,13,DUP,-
93498-57924,579246711735224,13,XOL,-
93498-57924,579246711735224,13,XOL,-
93498-57924,579246711735224,13,ZAB,-
93498-57924,579246711735224,13,ZAB,-
93498-57924,579246711735224,13,DUP,-
93498-57924,579246711735224,13,ZAB,-
93498-57924,579246711735224,13,DUP,-
93498-57924,579246711735224,13,DUP,-
93498-57924,579246711735224,13,DUP,-
93498-57924,579246711735224,13,XOL,-
93498-57924,579246711735224,13,XOL,-
93498-57924,579246711735224,13,ZAB,-
93498-57924,934989713159287,13,DUP,-
93498-57924,934989713159287,13,DUP,-
93498-57924,934989713159287,13,XOL,-
93498-57924,579246711735224,13,ZAB,-
93498-57924,579246711735224,13,ZAB,-
93498-57924,579246711735224,13,XOL,-
93498-57924,579246711735224,13,DUP,-
93498-57924,579246711735224,13,DUP,-
93498-57924,579246711735224,13,XOL,-
93498-57924,579246711735224,13,DUP,-
93498-57924,579246711735224,13,XOL,-
93498-57924,579246711735224,13,DUP,-
93498-57924,579246711735224,13,DUP,-
93498-57924,579246711735224,13,XOL,-
93498-57924,934989713159287,13,DUP,-
93498-57924,579246711735224,13,ZAB,-
93498-57924,934989713159287,13,ZAB,-
93498-57924,579246711735224,13,DUP,-
93498-57924,934989713159287,13,DUP,-
93498-57924,934989713159287,13,XOL,-
93498-57924,934989713159287,13,DUP,-
93498-57924,934989713159287,13,XOL,-
93498-57924,934989713159287,13,XOL,-
93498-57924,934989713159287,13,ZAB,-
93498-57924,934989713159287,13,XOL,-
93498-57924,934989713159287,13,DUP,-
93498-57924,934989713159287,13,DUP,-
93498-57924,934989713159287,13,DUP,-
93498-57924,579246711735224,13,DUP,-
93498-57924,579246711735224,13,ZAB,-
93498-57924,579246711735224,13,XOL,-
93498-57924,579246711735224,13,ZAB,-
93498-57924,579246711735224,14,ZAB,-
93498-57924,579246711735224,14,XOL,-
93498-57924,579246711735224,14,ZAB,-
93498-57924,579246711735224,14,ZAB,-
93498-57924,579246711735224,14,DUP,-
93498-57924,579246711735224,14,ZAB,-
93498-57924,579246711735224,14,ZAB,-
93498-57924,579246711735224,14,DUP,-
93498-57924,579246711735224,14,XOL,-
93498-57924,579246711735224,14,XOL,-
93498-57924,579246711735224,14,DUP,-
93498-57924,579246711735224,14,ZAB,-
93498-57924,579246711735224,14,XOL,-
93498-57924,579246711735224,14,ZAB,-
93498-57924,579246711735224,14,XOL,-
93498-57924,579246711735224,14,ZAB,-
93498-57924,579246711735224,14,XOL,-
93498-57924,579246711735224,14,XOL,-
93498-57924,934989713159287,14,XOL,-
93498-57924,579246711735224,14,DUP,-
93498-57924,934989713159287,14,XOL,-
93498-57924,579246711735224,14,XOL,-
93498-57924,934989713159287,14,XOL,-
93498-57924,579246711735224,14,ZAB,-
93498-57924,934989713159287,14,XOL,-
93498-57924,579246711735224,14,ZAB,-
93498-57924,579246711735224,14,DUP,-
93498-57924,934989713159287,14,DUP,-
93498-57924,934989713159287,14,XOL,-
93498-57924,579246711735224,14,DUP,-
93498-57924,934989713159287,14,XOL,-
93498-57924,579246711735224,14,XOL,-
93498-57924,579246711735224,14,DUP,-
93498-57924,579246711735224,14,ZAB,-
93498-57924,934989713159287,14,DUP,-
93498-57924,934989713159287,14,XOL,-
93498-57924,934989713159287,14,DUP,-
93498-57924,579246711735224,14,XOL,-
93498-57924,579246711735224,14,XOL,-
93498-57924,579246711735224,14,DUP,-
93498-57924,934989713159287,14,XOL,-
93498-57924,934989713159287,14,XOL,-
93498-57924,934989713159287,14,ZAB,-
93498-57924,934989713159287,14,DUP,-
93498-57924,934989713159287,14,XOL,-
93498-57924,579246711735224,14,ZAB,-
93498-57924,579246711735224,14,XOL,-
93498-57924,579246711735224,14,ZAB,-
93498-57924,579246711735224,14,DUP,-
93498-57924,579246711735224,14,ZAB,-
93498-57924,579246711735224,14,DUP,-
93498-57924,934989713159287,14,DUP,-
93498-57924,934989713159287,14,DUP,-
93498-57924,934989713159287,14,XOL,-
93498-57924,934989713159287,14,ZAB,-
93498-57924,934989713159287,14,DUP,-
93498-57924,934989713159287,14,ZAB,-
93498-57924,934989713159287,14,ZAB,-
93498-57924,579246711735224,14,DUP,-
93498-57924,579246711735224,14,DUP,-
93498-57924,579246711735224,14,XOL,-
93498-57924,934989713159287,14,XOL,-
93498-57924,579246711735224,14,ZAB,-
93498-57924,579246711735224,14,ZAB,-
93498-57924,579246711735224,14,ZAB,-
93498-57924,579246711735224,14,DUP,-
93498-57924,579246711735224,14,ZAB,-
93498-57924,579246711735224,14,DUP,-
93498-57924,579246711735224,14,ZAB,-
93498-57924,579246711735224,14,DUP,-
93498-57924,579246711735224,15,XOL,-
93498-57924,579246711735224,15,DUP,-
93498-57924,579246711735224,15,DUP,-
93498-57924,934989713159287,15,XOL,-
93498-57924,579246711735224,15,ZAB,-
93498-57924,934989713159287,15,ZAB,-
93498-57924,579246711735224,15,XOL,-
93498-57924,934989713159287,15,DUP,-
93498-57924,579246711735224,15,DUP,-
93498-57924,934989713159287,15,ZAB,-
93498-57924,579246711735224,15,DUP,-
93498-57924,934989713159287,15,ZAB,-
93498-57924,579246711735224,15,DUP,-
93498-57924,934989713159287,15,DUP,-
93498-57924,579246711735224,15,XOL,-
93498-57924,934989713159287,15,XOL,-
93498-57924,579246711735224,15,ZAB,-
93498-57924,934989713159287,15,DUP,-
93498-57924,579246711735224,15,ZAB,-
93498-57924,934989713159287,15,DUP,-
93498-57924,579246711735224,15,DUP,-
93498-57924,934989713159287,15,ZAB,-
93498-57924,579246711735224,15,DUP,-
93498-57924,934989713159287,15,XOL,-
93498-57924,579246711735224,15,ZAB,-
93498-57924,934989713159287,15,XOL,-
93498-57924,579246711735224,15,ZAB,-
93498-57924,934989713159287,15,XOL,-
93498-57924,934989713159287,15,ZAB,-
93498-57924,934989713159287,15,DUP,-
93498-57924,934989713159287,15,ZAB,-
93498-57924,934989713159287,15,DUP,-
93498-57924,934989713159287,15,DUP,-
93498-57924,934989713159287,15,XOL,-
93498-57924,934989713159287,15,DUP,-
93498-57924,579246711735224,15,XOL,-
93498-57924,934989713159287,15,ZAB,-
93498-57924,579246711735224,15,DUP,-
93498-57924,934989713159287,15,DUP,-
93498-57924,934989713159287,15,ZAB,-
93498-57924,579246711735224,15,ZAB,-
93498-57924,579246711735224,15,ZAB,-
93498-57924,934989713159287,15,ZAB,-
93498-57924,934989713159287,15,XOL,-
93498-57924,934989713159287,15,XOL,-
93498-57924,934989713159287,15,DUP,-
93498-57924,934989713159287,15,ZAB,-
93498-57924,579246711735224,15,XOL,-
93498-57924,579246711735224,15,XOL,-
93498-57924,579246711735224,15,ZAB,-
93498-57924,579246711735224,15,XOL,-
93498-57924,579246711735224,15,DUP,-
93498-57924,579246711735224,15,ZAB,-
93498-57924,579246711735224,15,XOL,-
93498-57924,934989713159287,15,DUP,-
93498-57924,579246711735224,15,XOL,-
93498-57924,934989713159287,15,XOL,-
93498-57924,579246711735224,15,ZAB,-
93498-57924,934989713159287,15,ZAB,-
93498-57924,579246711735224,15,DUP,-
93498-57924,579246711735224,15,DUP,-
93498-57924,934989713159287,15,ZAB,-
93498-57924,934989713159287,15,ZAB,-
93498-57924,579246711735224,15,ZAB,-
93498-57924,934989713159287,15,XOL,-
93498-57924,579246711735224,15,XOL,-
93498-57924,934989713159287,15,DUP,-
93498-57924,579246711735224,15,XOL,-
93498-57924,934989713159287,15,DUP,-
93498-57924,579246711735224,15,XOL,-
93498-57924,579246711735224,15,XOL,-
93498-57924,934989713159287,15,ZAB,-
93498-57924,934989713159287,15,ZAB,-
93498-57924,934989713159287,15,ZAB,-
93498-57924,579246711735224,15,DUP,-
93498-57924,934989713159287,15,XOL,-
93498-57924,579246711735224,15,XOL,-
93498-57924,934989713159287,15,XOL,-
93498-57924,934989713159287,15,DUP,-
93498-57924,579246711735224,15,ZAB,-
93498-57924,934989713159287,15,DUP,-
93498-57924,579246711735224,15,ZAB,-
93498-57924,579246711735224,15,ZAB,-
93498-57924,934989713159287,15,DUP,-
93498-57924,579246711735224,15,XOL,-
93498-57924,934989713159287,15,ZAB,-
93498-57924,579246711735224,15,XOL,-
93498-57924,934989713159287,15,XOL,-
93498-57924,934989713159287,15,ZAB,-
24333-14307,243335730149512,1,XOL,Ignorar
24333-14307,243335730149512,1,XOL,Ignorar
24333-14307,243335730149512,1,XOL,Otro-A-G-VP-HI
24333-14307,143073090680852,2,XOL,Dup
24333-14307,143073090680852,2,XOL,Dup
24333-14307,143073090680852,2,XOL,Otro-R-G-VP-HI
24333-14307,143073090680852,2,XOL,Dup
24333-14307,243335730149512,2,ZAB,-
24333-14307,143073090680852,3,XOL,-
24333-14307,143073090680852,3,XOL,-
24333-14307,143073090680852,3,XOL,-
24333-14307,143073090680852,3,XOL,-
24333-14307,143073090680852,3,XOL,Dup
24333-14307,143073090680852,3,XOL,Otro-A-G-VP-HI
24333-14307,143073090680852,3,XOL,Ignorar
24333-14307,143073090680852,3,XOL,Ignorar
24333-14307,143073090680852,3,XOL,Ignorar
24333-14307,143073090680852,3,XOL,-
24333-14307,143073090680852,4,XOL,-
24333-14307,143073090680852,4,XOL,-
24333-14307,243335730149512,4,DUP,-
24333-14307,243335730149512,4,ZAB,-
24333-14307,143073090680852,4,XOL,-
24333-14307,243335730149512,4,XOL,-
24333-14307,143073090680852,5,XOL,-
24333-14307,243335730149512,5,ZAB,-
24333-14307,243335730149512,5,ZAB,-
24333-14307,243335730149512,5,DUP,-
24333-14307,143073090680852,5,ZAB,-
24333-14307,243335730149512,5,ZAB,-
24333-14307,243335730149512,5,XOL,-
24333-14307,243335730149512,6,XOL,-
24333-14307,243335730149512,6,ZAB,-
24333-14307,143073090680852,6,ZAB,-
24333-14307,143073090680852,6,ZAB,-
24333-14307,243335730149512,6,XOL,-
24333-14307,243335730149512,6,DUP,-
24333-14307,243335730149512,6,ZAB,-
24333-14307,243335730149512,6,DUP,-
24333-14307,143073090680852,6,XOL,-
24333-14307,243335730149512,6,ZAB,-
24333-14307,243335730149512,7,ZAB,-
24333-14307,143073090680852,7,DUP,-
24333-14307,243335730149512,7,XOL,-
24333-14307,143073090680852,7,ZAB,-
24333-14307,243335730149512,7,XOL,-
24333-14307,143073090680852,7,XOL,-
24333-14307,143073090680852,7,XOL,-
24333-14307,243335730149512,8,ZAB,-
24333-14307,143073090680852,8,DUP,-
24333-14307,143073090680852,8,ZAB,-
24333-14307,243335730149512,8,ZAB,-
24333-14307,243335730149512,8,DUP,-
24333-14307,243335730149512,8,ZAB,-
24333-14307,243335730149512,8,XOL,-
24333-14307,143073090680852,8,DUP,-
24333-14307,143073090680852,9,XOL,-
24333-14307,243335730149512,9,XOL,-
24333-14307,143073090680852,9,DUP,-
24333-14307,143073090680852,9,XOL,-
24333-14307,243335730149512,9,ZAB,-
24333-14307,143073090680852,9,DUP,-
24333-14307,243335730149512,9,XOL,-
24333-14307,143073090680852,9,XOL,-
24333-14307,243335730149512,10,ZAB,-
24333-14307,143073090680852,10,XOL,-
24333-14307,143073090680852,10,DUP,-
24333-14307,143073090680852,10,DUP,-
24333-14307,243335730149512,10,XOL,-
24333-14307,243335730149512,10,ZAB,-
24333-14307,243335730149512,10,DUP,-
24333-14307,243335730149512,10,ZAB,-
24333-14307,243335730149512,10,XOL,-
24333-14307,243335730149512,10,DUP,-
24333-14307,243335730149512,10,ZAB,-
24333-14307,243335730149512,10,XOL,-
24333-14307,143073090680852,10,DUP,-
24333-14307,143073090680852,10,XOL,-
24333-14307,243335730149512,11,DUP,-
24333-14307,243335730149512,11,ZAB,-
24333-14307,243335730149512,11,XOL,-
24333-14307,243335730149512,11,ZAB,-
24333-14307,243335730149512,11,XOL,-
24333-14307,243335730149512,11,DUP,-
24333-14307,143073090680852,11,XOL,-
24333-14307,143073090680852,11,ZAB,-
24333-14307,143073090680852,11,XOL,-
24333-14307,143073090680852,11,ZAB,-
24333-14307,143073090680852,11,DUP,-
24333-14307,143073090680852,11,ZAB,-
24333-14307,243335730149512,11,DUP,-
24333-14307,243335730149512,11,ZAB,-
24333-14307,243335730149512,11,ZAB,-
24333-14307,243335730149512,11,ZAB,-
24333-14307,243335730149512,11,XOL,-
24333-14307,243335730149512,11,DUP,-
24333-14307,243335730149512,11,XOL,-
24333-14307,143073090680852,11,XOL,-
24333-14307,143073090680852,11,DUP,-
24333-14307,243335730149512,12,ZAB,-
24333-14307,243335730149512,12,XOL,-
24333-14307,243335730149512,12,ZAB,-
24333-14307,243335730149512,12,XOL,-
24333-14307,243335730149512,12,DUP,-
24333-14307,243335730149512,12,DUP,-
24333-14307,243335730149512,12,XOL,-
24333-14307,243335730149512,12,XOL,-
24333-14307,243335730149512,12,XOL,-
24333-14307,243335730149512,12,DUP,-
24333-14307,143073090680852,12,ZAB,-
24333-14307,143073090680852,12,XOL,-
24333-14307,143073090680852,12,DUP,-
24333-14307,243335730149512,12,DUP,-
24333-14307,143073090680852,12,DUP,-
24333-14307,143073090680852,12,XOL,-
24333-14307,143073090680852,12,XOL,-
24333-14307,243335730149512,12,XOL,-
24333-14307,143073090680852,12,XOL,-
24333-14307,143073090680852,12,XOL,-
24333-14307,143073090680852,12,XOL,-
24333-14307,143073090680852,12,XOL,-
24333-14307,243335730149512,12,XOL,-
24333-14307,143073090680852,12,XOL,-
24333-14307,243335730149512,13,DUP,-
24333-14307,243335730149512,13,ZAB,-
24333-14307,243335730149512,13,ZAB,-
24333-14307,243335730149512,13,XOL,-
24333-14307,243335730149512,13,DUP,-
24333-14307,243335730149512,13,XOL,-
24333-14307,243335730149512,13,ZAB,-
24333-14307,143073090680852,13,DUP,-
24333-14307,143073090680852,13,DUP,-
24333-14307,243335730149512,13,DUP,-
24333-14307,243335730149512,13,ZAB,-
24333-14307,143073090680852,13,DUP,-
24333-14307,243335730149512,13,XOL,-
24333-14307,243335730149512,13,XOL,-
24333-14307,143073090680852,13,DUP,-
24333-14307,243335730149512,13,DUP,-
24333-14307,243335730149512,13,ZAB,-
24333-14307,243335730149512,13,XOL,-
24333-14307,243335730149512,13,DUP,-
24333-14307,243335730149512,13,ZAB,-
24333-14307,243335730149512,13,ZAB,-
24333-14307,143073090680852,13,DUP,-
24333-14307,243335730149512,13,DUP,-
24333-14307,143073090680852,13,DUP,-
24333-14307,143073090680852,13,DUP,-
24333-14307,143073090680852,14,DUP,-
24333-14307,243335730149512,14,ZAB,-
24333-14307,243335730149512,14,ZAB,-
24333-14307,243335730149512,14,XOL,-
24333-14307,143073090680852,14,DUP,-
24333-14307,243335730149512,14,XOL,-
24333-14307,243335730149512,14,DUP,-
24333-14307,243335730149512,14,XOL,-
24333-14307,243335730149512,14,ZAB,-
24333-14307,243335730149512,14,ZAB,-
24333-14307,243335730149512,14,ZAB,-
24333-14307,243335730149512,14,ZAB,-
24333-14307,243335730149512,14,DUP,-
24333-14307,243335730149512,14,XOL,-
24333-14307,143073090680852,14,DUP,-
24333-14307,243335730149512,14,DUP,-
24333-14307,243335730149512,14,DUP,-
24333-14307,243335730149512,14,DUP,-
24333-14307,243335730149512,14,XOL,-
24333-14307,243335730149512,14,DUP,-
24333-14307,243335730149512,14,DUP,-
24333-14307,243335730149512,14,XOL,-
24333-14307,243335730149512,14,XOL,-
24333-14307,143073090680852,14,XOL,-
24333-14307,143073090680852,14,DUP,-
24333-14307,143073090680852,14,XOL,-
24333-14307,243335730149512,15,ZAB,-
24333-14307,243335730149512,15,ZAB,-
24333-14307,243335730149512,15,DUP,-
24333-14307,243335730149512,15,XOL,-
24333-14307,143073090680852,15,DUP,-
24333-14307,243335730149512,15,ZAB,-
24333-14307,243335730149512,15,ZAB,-
24333-14307,143073090680852,15,XOL,-
24333-14307,243335730149512,15,DUP,-
24333-14307,243335730149512,15,DUP,-
24333-14307,243335730149512,15,XOL,-
24333-14307,243335730149512,15,ZAB,-
24333-14307,243335730149512,15,XOL,-
24333-14307,143073090680852,15,XOL,-
24333-14307,143073090680852,15,ZAB,-
24333-14307,243335730149512,15,ZAB,-
24333-14307,243335730149512,15,DUP,-
58645-94940,58645334229734,1,DUP,Otro-R-B-VP-HI
58645-94940,58645334229734,1,XOL,-
58645-94940,949408972082315,2,XOL,Xol
58645-94940,58645334229734,2,ZAB,-
58645-94940,58645334229734,2,XOL,-
58645-94940,949408972082315,2,XOL,Otro-A-B-VP-HI
58645-94940,949408972082315,2,DUP,-
58645-94940,949408972082315,3,DUP,-
58645-94940,58645334229734,3,DUP,-
58645-94940,58645334229734,3,XOL,-
58645-94940,58645334229734,3,DUP,-
58645-94940,949408972082315,3,ZAB,-
58645-94940,949408972082315,3,XOL,-
58645-94940,949408972082315,3,DUP,Otro-A-B-VP-HI
58645-94940,949408972082315,4,DUP,-
58645-94940,949408972082315,4,ZAB,-
58645-94940,949408972082315,4,XOL,-
58645-94940,949408972082315,4,XOL,-
58645-94940,58645334229734,4,XOL,-
58645-94940,58645334229734,4,XOL,-
58645-94940,58645334229734,4,DUP,-
58645-94940,949408972082315,5,XOL,-
58645-94940,949408972082315,5,XOL,-
58645-94940,949408972082315,5,ZAB,-
58645-94940,58645334229734,5,XOL,-
58645-94940,949408972082315,5,DUP,-
58645-94940,58645334229734,5,DUP,-
58645-94940,949408972082315,5,DUP,-
58645-94940,949408972082315,5,XOL,-
58645-94940,949408972082315,5,ZAB,-
58645-94940,949408972082315,6,XOL,-
58645-94940,949408972082315,6,XOL,-
58645-94940,949408972082315,6,DUP,-
58645-94940,949408972082315,6,ZAB,-
58645-94940,949408972082315,6,ZAB,-
58645-94940,949408972082315,6,DUP,-
58645-94940,949408972082315,6,DUP,-
58645-94940,949408972082315,6,XOL,-
58645-94940,949408972082315,7,XOL,-
58645-94940,949408972082315,7,ZAB,-
58645-94940,949408972082315,7,XOL,-
58645-94940,949408972082315,7,ZAB,-
58645-94940,949408972082315,7,DUP,-
58645-94940,58645334229734,7,XOL,-
58645-94940,58645334229734,7,XOL,-
58645-94940,58645334229734,7,XOL,-
58645-94940,58645334229734,7,XOL,-
58645-94940,949408972082315,7,ZAB,-
58645-94940,58645334229734,8,XOL,-
58645-94940,949408972082315,8,ZAB,-
58645-94940,949408972082315,8,ZAB,-
58645-94940,949408972082315,8,DUP,-
58645-94940,949408972082315,8,XOL,-
58645-94940,949408972082315,8,ZAB,-
58645-94940,949408972082315,8,ZAB,-
58645-94940,949408972082315,8,XOL,-
58645-94940,949408972082315,8,XOL,-
58645-94940,949408972082315,9,XOL,-
58645-94940,949408972082315,9,ZAB,-
58645-94940,949408972082315,9,XOL,-
58645-94940,949408972082315,9,XOL,-
58645-94940,949408972082315,9,DUP,-
58645-94940,949408972082315,9,DUP,-
58645-94940,949408972082315,9,ZAB,-
58645-94940,949408972082315,10,ZAB,-
58645-94940,949408972082315,10,ZAB,-
58645-94940,949408972082315,10,XOL,-
58645-94940,58645334229734,10,XOL,-
58645-94940,58645334229734,10,XOL,-
58645-94940,58645334229734,10,XOL,-
58645-94940,58645334229734,10,XOL,-
58645-94940,58645334229734,10,DUP,-
58645-94940,58645334229734,10,ZAB,-
58645-94940,58645334229734,10,ZAB,-
58645-94940,58645334229734,10,XOL,-
58645-94940,58645334229734,10,XOL,-
58645-94940,58645334229734,10,XOL,-
58645-94940,58645334229734,10,XOL,-
58645-94940,58645334229734,10,XOL,-
58645-94940,58645334229734,10,XOL,-
58645-94940,58645334229734,10,ZAB,-
58645-94940,58645334229734,10,ZAB,-
58645-94940,949408972082315,10,ZAB,-
58645-94940,58645334229734,10,ZAB,-
58645-94940,58645334229734,10,ZAB,-
58645-94940,58645334229734,10,XOL,Otro-A-B-VP-HI
58645-94940,58645334229734,10,DUP,Otro-R-B-VP-HI
58645-94940,949408972082315,10,ZAB,-
58645-94940,58645334229734,10,ZAB,Dup
58645-94940,949408972082315,10,DUP,-
58645-94940,58645334229734,10,DUP,Dup
58645-94940,949408972082315,10,XOL,-
58645-94940,58645334229734,10,DUP,Dup
58645-94940,58645334229734,10,ZAB,Dup
58645-94940,58645334229734,10,XOL,Otro-R-G-VP-HI
58645-94940,58645334229734,10,XOL,Dup
58645-94940,58645334229734,11,ZAB,-
58645-94940,58645334229734,11,ZAB,-
58645-94940,58645334229734,11,XOL,-
58645-94940,58645334229734,11,XOL,-
58645-94940,58645334229734,11,XOL,-
58645-94940,949408972082315,11,ZAB,-
58645-94940,949408972082315,11,ZAB,-
58645-94940,949408972082315,11,XOL,-
58645-94940,949408972082315,11,XOL,-
58645-94940,949408972082315,11,ZAB,-
58645-94940,949408972082315,11,ZAB,-
58645-94940,949408972082315,11,ZAB,-
58645-94940,58645334229734,11,XOL,-
58645-94940,58645334229734,11,ZAB,-
58645-94940,58645334229734,11,XOL,-
58645-94940,58645334229734,11,XOL,-
58645-94940,58645334229734,11,DUP,-
58645-94940,58645334229734,11,XOL,-
58645-94940,58645334229734,11,ZAB,-
58645-94940,58645334229734,11,XOL,-
58645-94940,58645334229734,11,XOL,-
