Dyad,Player,Raza,Stage,Round,Object,Label,Kind,Correct
42404-27703,42404690668940,terrier,2,25,C8.jpg,C,C,1
42404-27703,277030367725057,hound,2,25,C12.jpg,A,C,0
42404-27703,277030367725057,hound,2,25,A5.jpg,C,A,0
42404-27703,277030367725057,hound,2,25,A10.jpg,A,A,1
42404-27703,277030367725057,hound,2,25,B10.jpg,B,B,1
42404-27703,277030367725057,hound,2,25,C8.jpg,C,C,1
15349-95103,153498218008918,hound,1,1,B9.jpg,D,B,0
15349-95103,153498218008918,hound,1,1,B2.jpg,B,B,1
15349-95103,153498218008918,hound,1,1,D9.jpg,D,D,1
15349-95103,153498218008918,hound,1,1,D3.jpg,B,D,0
15349-95103,153498218008918,hound,1,1,D8.jpg,D,D,1
15349-95103,951034904396380,terrier,1,2,A8.jpg,A,A,1
15349-95103,951034904396380,terrier,1,2,A12.jpg,A,A,1
15349-95103,951034904396380,terrier,1,2,C7.jpg,C,C,1
15349-95103,951034904396380,terrier,1,2,A10.jpg,A,A,1
15349-95103,951034904396380,terrier,1,2,C9.jpg,C,C,1
15349-95103,951034904396380,terrier,1,3,A6.jpg,A,A,1
15349-95103,951034904396380,terrier,1,3,A4.jpg,C,A,0
15349-95103,951034904396380,terrier,1,3,A5.jpg,A,A,1
15349-95103,951034904396380,terrier,1,3,C3.jpg,C,C,1
15349-95103,951034904396380,terrier,1,3,A1.jpg,C,A,0
15349-95103,153498218008918,hound,1,3,B2.jpg,B,B,1
15349-95103,153498218008918,hound,1,3,D4.jpg,D,D,1
15349-95103,153498218008918,hound,1,3,B10.jpg,B,B,1
15349-95103,153498218008918,hound,1,3,B8.jpg,B,B,1
15349-95103,153498218008918,hound,1,3,D6.jpg,D,D,1
15349-95103,951034904396380,terrier,1,4,A1.jpg,C,A,0
15349-95103,951034904396380,terrier,1,4,C8.jpg,C,C,1
15349-95103,951034904396380,terrier,1,4,A5.jpg,A,A,1
15349-95103,951034904396380,terrier,1,4,C10.jpg,C,C,1
15349-95103,951034904396380,terrier,1,4,C7.jpg,C,C,1
15349-95103,153498218008918,hound,1,4,D9.jpg,B,D,0
15349-95103,153498218008918,hound,1,4,D7.jpg,Nada,D,0
15349-95103,153498218008918,hound,1,4,D5.jpg,D,D,1
15349-95103,153498218008918,hound,1,4,D3.jpg,B,D,0
15349-95103,153498218008918,hound,1,4,B9.jpg,B,B,1
15349-95103,153498218008918,hound,1,5,D1.jpg,B,D,0
15349-95103,153498218008918,hound,1,5,B5.jpg,D,B,0
15349-95103,153498218008918,hound,1,5,D8.jpg,B,D,0
15349-95103,153498218008918,hound,1,5,D11.jpg,B,D,0
15349-95103,153498218008918,hound,1,5,B2.jpg,D,B,0
15349-95103,951034904396380,terrier,1,5,A12.jpg,A,A,1
15349-95103,951034904396380,terrier,1,5,C12.jpg,C,C,1
15349-95103,951034904396380,terrier,1,5,C3.jpg,C,C,1
15349-95103,951034904396380,terrier,1,5,C2.jpg,C,C,1
15349-95103,951034904396380,terrier,1,5,A4.jpg,A,A,1
15349-95103,153498218008918,hound,1,6,B2.jpg,B,B,1
15349-95103,153498218008918,hound,1,6,B6.jpg,B,B,1
15349-95103,153498218008918,hound,1,6,D10.jpg,D,D,1
15349-95103,153498218008918,hound,1,6,D7.jpg,D,D,1
15349-95103,153498218008918,hound,1,6,B10.jpg,B,B,1
15349-95103,951034904396380,terrier,1,6,A8.jpg,A,A,1
15349-95103,951034904396380,terrier,1,6,A3.jpg,A,A,1
15349-95103,951034904396380,terrier,1,6,C11.jpg,C,C,1
15349-95103,951034904396380,terrier,1,6,C12.jpg,C,C,1
15349-95103,951034904396380,terrier,1,6,A6.jpg,A,A,1
15349-95103,153498218008918,hound,1,7,D11.jpg,D,D,1
15349-95103,153498218008918,hound,1,7,B2.jpg,B,B,1
15349-95103,153498218008918,hound,1,7,B1.jpg,B,B,1
15349-95103,153498218008918,hound,1,7,D5.jpg,D,D,1
15349-95103,153498218008918,hound,1,7,B10.jpg,B,B,1
15349-95103,951034904396380,terrier,1,7,A5.jpg,A,A,1
15349-95103,951034904396380,terrier,1,7,C9.jpg,C,C,1
15349-95103,951034904396380,terrier,1,7,C6.jpg,C,C,1
15349-95103,951034904396380,terrier,1,7,C11.jpg,C,C,1
15349-95103,951034904396380,terrier,1,7,C7.jpg,C,C,1
15349-95103,951034904396380,terrier,1,8,C11.jpg,C,C,1
15349-95103,951034904396380,terrier,1,8,A2.jpg,A,A,1
15349-95103,951034904396380,terrier,1,8,A6.jpg,A,A,1
15349-95103,951034904396380,terrier,1,8,A3.jpg,A,A,1
15349-95103,951034904396380,terrier,1,8,C7.jpg,C,C,1
15349-95103,153498218008918,hound,1,8,D7.jpg,D,D,1
15349-95103,153498218008918,hound,1,8,B2.jpg,B,B,1
15349-95103,153498218008918,hound,1,8,D1.jpg,D,D,1
15349-95103,153498218008918,hound,1,8,D11.jpg,D,D,1
15349-95103,153498218008918,hound,1,8,D10.jpg,D,D,1
15349-95103,153498218008918,hound,1,9,D9.jpg,D,D,1
15349-95103,153498218008918,hound,1,9,B8.jpg,D,B,0
15349-95103,153498218008918,hound,1,9,B12.jpg,B,B,1
15349-95103,153498218008918,hound,1,9,D8.jpg,D,D,1
15349-95103,153498218008918,hound,1,9,B3.jpg,B,B,1
15349-95103,951034904396380,terrier,1,9,C4.jpg,C,C,1
15349-95103,951034904396380,terrier,1,9,C11.jpg,C,C,1
15349-95103,951034904396380,terrier,1,9,C8.jpg,C,C,1
15349-95103,951034904396380,terrier,1,9,A12.jpg,A,A,1
15349-95103,951034904396380,terrier,1,9,A11.jpg,A,A,1
15349-95103,153498218008918,hound,1,10,B11.jpg,B,B,1
15349-95103,153498218008918,hound,1,10,B1.jpg,B,B,1
15349-95103,153498218008918,hound,1,10,B10.jpg,B,B,1
15349-95103,153498218008918,hound,1,10,D8.jpg,D,D,1
15349-95103,153498218008918,hound,1,10,B9.jpg,B,B,1
15349-95103,951034904396380,terrier,1,10,A4.jpg,A,A,1
15349-95103,951034904396380,terrier,1,10,A3.jpg,A,A,1
15349-95103,951034904396380,terrier,1,10,C10.jpg,C,C,1
15349-95103,951034904396380,terrier,1,10,C3.jpg,C,C,1
15349-95103,951034904396380,terrier,1,10,C4.jpg,C,C,1
15349-95103,153498218008918,hound,1,11,D4.jpg,D,D,1
15349-95103,153498218008918,hound,1,11,B5.jpg,B,B,1
15349-95103,153498218008918,hound,1,11,D11.jpg,D,D,1
15349-95103,153498218008918,hound,1,11,D3.jpg,D,D,1
15349-95103,153498218008918,hound,1,11,B1.jpg,B,B,1
15349-95103,951034904396380,terrier,1,11,A2.jpg,A,A,1
15349-95103,951034904396380,terrier,1,11,C10.jpg,C,C,1
15349-95103,951034904396380,terrier,1,11,C9.jpg,C,C,1
15349-95103,951034904396380,terrier,1,11,A7.jpg,A,A,1
15349-95103,951034904396380,terrier,1,11,A5.jpg,A,A,1
15349-95103,153498218008918,hound,1,12,B3.jpg,B,B,1
15349-95103,153498218008918,hound,1,12,B4.jpg,B,B,1
15349-95103,153498218008918,hound,1,12,D12.jpg,D,D,1
15349-95103,153498218008918,hound,1,12,D6.jpg,D,D,1
15349-95103,153498218008918,hound,1,12,B5.jpg,B,B,1
15349-95103,951034904396380,terrier,1,12,A4.jpg,A,A,1
15349-95103,951034904396380,terrier,1,12,C11.jpg,C,C,1
15349-95103,951034904396380,terrier,1,12,C6.jpg,C,C,1
15349-95103,951034904396380,terrier,1,12,A7.jpg,A,A,1
15349-95103,951034904396380,terrier,1,12,A3.jpg,A,A,1
15349-95103,951034904396380,terrier,1,13,C11.jpg,C,C,1
15349-95103,951034904396380,terrier,1,13,A12.jpg,A,A,1
15349-95103,951034904396380,terrier,1,13,C12.jpg,C,C,1
15349-95103,951034904396380,terrier,1,13,C2.jpg,C,C,1
15349-95103,951034904396380,terrier,1,13,A8.jpg,A,A,1
15349-95103,153498218008918,hound,1,13,D5.jpg,D,D,1
15349-95103,153498218008918,hound,1,13,D4.jpg,D,D,1
15349-95103,153498218008918,hound,1,13,D1.jpg,D,D,1
15349-95103,153498218008918,hound,1,13,B11.jpg,B,B,1
15349-95103,153498218008918,hound,1,13,B8.jpg,B,B,1
15349-95103,153498218008918,hound,1,14,B9.jpg,B,B,1
15349-95103,153498218008918,hound,1,14,B8.jpg,B,B,1
15349-95103,153498218008918,hound,1,14,D3.jpg,D,D,1
15349-95103,153498218008918,hound,1,14,B1.jpg,B,B,1
15349-95103,153498218008918,hound,1,14,B3.jpg,B,B,1
15349-95103,951034904396380,terrier,1,14,C6.jpg,C,C,1
15349-95103,951034904396380,terrier,1,14,A5.jpg,A,A,1
15349-95103,951034904396380,terrier,1,14,A6.jpg,A,A,1
15349-95103,951034904396380,terrier,1,14,A1.jpg,A,A,1
15349-95103,951034904396380,terrier,1,14,A12.jpg,A,A,1
15349-95103,153498218008918,hound,1,15,B7.jpg,B,B,1
15349-95103,153498218008918,hound,1,15,D12.jpg,D,D,1
15349-95103,153498218008918,hound,1,15,B6.jpg,B,B,1
15349-95103,153498218008918,hound,1,15,D10.jpg,D,D,1
15349-95103,153498218008918,hound,1,15,D4.jpg,D,D,1
15349-95103,951034904396380,terrier,1,15,C4.jpg,C,C,1
15349-95103,951034904396380,terrier,1,15,C11.jpg,C,C,1
15349-95103,951034904396380,terrier,1,15,A6.jpg,A,A,1
15349-95103,951034904396380,terrier,1,15,C1.jpg,C,C,1
15349-95103,951034904396380,terrier,1,15,C10.jpg,C,C,1
15349-95103,951034904396380,terrier,1,16,C9.jpg,C,C,1
15349-95103,951034904396380,terrier,1,16,C1.jpg,C,C,1
15349-95103,951034904396380,terrier,1,16,C2.jpg,C,C,1
15349-95103,951034904396380,terrier,1,16,A4.jpg,A,A,1
15349-95103,951034904396380,terrier,1,16,C10.jpg,C,C,1
15349-95103,153498218008918,hound,1,16,D10.jpg,D,D,1
15349-95103,153498218008918,hound,1,16,B4.jpg,B,B,1
15349-95103,153498218008918,hound,1,16,D7.jpg,D,D,1
15349-95103,153498218008918,hound,1,16,B6.jpg,B,B,1
15349-95103,153498218008918,hound,1,16,D4.jpg,D,D,1
15349-95103,153498218008918,hound,1,17,D3.jpg,D,D,1
15349-95103,153498218008918,hound,1,17,B7.jpg,B,B,1
15349-95103,153498218008918,hound,1,17,B6.jpg,B,B,1
15349-95103,153498218008918,hound,1,17,D4.jpg,D,D,1
15349-95103,153498218008918,hound,1,17,B8.jpg,B,B,1
15349-95103,951034904396380,terrier,1,17,C9.jpg,C,C,1
15349-95103,951034904396380,terrier,1,17,C11.jpg,C,C,1
15349-95103,951034904396380,terrier,1,17,A3.jpg,A,A,1
15349-95103,951034904396380,terrier,1,17,A5.jpg,A,A,1
15349-95103,951034904396380,terrier,1,17,C5.jpg,C,C,1
15349-95103,153498218008918,hound,1,18,B9.jpg,B,B,1
15349-95103,153498218008918,hound,1,18,D1.jpg,D,D,1
15349-95103,153498218008918,hound,1,18,B7.jpg,B,B,1
15349-95103,153498218008918,hound,1,18,D10.jpg,D,D,1
15349-95103,153498218008918,hound,1,18,D6.jpg,D,D,1
15349-95103,951034904396380,terrier,1,18,C1.jpg,C,C,1
15349-95103,951034904396380,terrier,1,18,A2.jpg,A,A,1
15349-95103,951034904396380,terrier,1,18,A3.jpg,A,A,1
15349-95103,951034904396380,terrier,1,18,A6.jpg,A,A,1
15349-95103,951034904396380,terrier,1,18,C3.jpg,C,C,1
15349-95103,153498218008918,hound,1,19,D7.jpg,D,D,1
15349-95103,153498218008918,hound,1,19,B3.jpg,B,B,1
15349-95103,153498218008918,hound,1,19,B7.jpg,B,B,1
15349-95103,153498218008918,hound,1,19,D5.jpg,D,D,1
15349-95103,153498218008918,hound,1,19,B6.jpg,B,B,1
15349-95103,951034904396380,terrier,1,19,C9.jpg,C,C,1
15349-95103,951034904396380,terrier,1,19,C7.jpg,C,C,1
15349-95103,951034904396380,terrier,1,19,A6.jpg,A,A,1
15349-95103,951034904396380,terrier,1,19,C10.jpg,C,C,1
15349-95103,951034904396380,terrier,1,19,C1.jpg,C,C,1
15349-95103,951034904396380,terrier,1,20,A11.jpg,A,A,1
15349-95103,951034904396380,terrier,1,20,C2.jpg,C,C,1
15349-95103,951034904396380,terrier,1,20,C8.jpg,C,C,1
15349-95103,951034904396380,terrier,1,20,A9.jpg,A,A,1
15349-95103,951034904396380,terrier,1,20,A7.jpg,A,A,1
15349-95103,153498218008918,hound,1,20,D5.jpg,D,D,1
15349-95103,153498218008918,hound,1,20,D10.jpg,B,D,0
15349-95103,153498218008918,hound,1,20,D2.jpg,D,D,1
15349-95103,153498218008918,hound,1,20,B3.jpg,B,B,1
15349-95103,153498218008918,hound,1,20,B5.jpg,B,B,1
15349-95103,951034904396380,terrier,1,21,C3.jpg,C,C,1
15349-95103,951034904396380,terrier,1,21,C1.jpg,C,C,1
15349-95103,951034904396380,terrier,1,21,C8.jpg,C,C,1
15349-95103,951034904396380,terrier,1,21,A6.jpg,A,A,1
15349-95103,951034904396380,terrier,1,21,C2.jpg,C,C,1
15349-95103,153498218008918,hound,1,21,D7.jpg,D,D,1
15349-95103,153498218008918,hound,1,21,B5.jpg,B,B,1
15349-95103,153498218008918,hound,1,21,D8.jpg,D,D,1
15349-95103,153498218008918,hound,1,21,B6.jpg,B,B,1
15349-95103,153498218008918,hound,1,21,D11.jpg,D,D,1
15349-95103,951034904396380,terrier,1,22,A2.jpg,A,A,1
15349-95103,951034904396380,terrier,1,22,C4.jpg,C,C,1
15349-95103,951034904396380,terrier,1,22,C10.jpg,C,C,1
15349-95103,951034904396380,terrier,1,22,A6.jpg,A,A,1
15349-95103,951034904396380,terrier,1,22,A8.jpg,A,A,1
15349-95103,153498218008918,hound,1,22,D7.jpg,D,D,1
15349-95103,153498218008918,hound,1,22,B7.jpg,B,B,1
15349-95103,153498218008918,hound,1,22,B4.jpg,B,B,1
15349-95103,153498218008918,hound,1,22,B12.jpg,B,B,1
15349-95103,153498218008918,hound,1,22,B9.jpg,B,B,1
15349-95103,153498218008918,hound,1,23,B10.jpg,B,B,1
15349-95103,153498218008918,hound,1,23,B4.jpg,B,B,1
15349-95103,153498218008918,hound,1,23,B2.jpg,B,B,1
15349-95103,153498218008918,hound,1,23,B5.jpg,B,B,1
15349-95103,153498218008918,hound,1,23,B3.jpg,B,B,1
15349-95103,951034904396380,terrier,1,23,A10.jpg,A,A,1
15349-95103,951034904396380,terrier,1,23,A6.jpg,A,A,1
15349-95103,951034904396380,terrier,1,23,C9.jpg,C,C,1
15349-95103,951034904396380,terrier,1,23,C10.jpg,C,C,1
15349-95103,951034904396380,terrier,1,23,A7.jpg,A,A,1
15349-95103,153498218008918,hound,1,24,D1.jpg,D,D,1
15349-95103,153498218008918,hound,1,24,D6.jpg,D,D,1
15349-95103,153498218008918,hound,1,24,D11.jpg,D,D,1
15349-95103,153498218008918,hound,1,24,B7.jpg,B,B,1
15349-95103,153498218008918,hound,1,24,B9.jpg,B,B,1
15349-95103,951034904396380,terrier,1,24,A4.jpg,A,A,1
15349-95103,951034904396380,terrier,1,24,C11.jpg,C,C,1
15349-95103,951034904396380,terrier,1,24,C9.jpg,C,C,1
15349-95103,951034904396380,terrier,1,24,C8.jpg,C,C,1
15349-95103,951034904396380,terrier,1,24,A3.jpg,A,A,1
15349-95103,153498218008918,hound,1,25,D8.jpg,D,D,1
15349-95103,153498218008918,hound,1,25,D5.jpg,D,D,1
15349-95103,153498218008918,hound,1,25,B5.jpg,B,B,1
15349-95103,153498218008918,hound,1,25,D2.jpg,D,D,1
15349-95103,153498218008918,hound,1,25,B11.jpg,B,B,1
15349-95103,951034904396380,terrier,1,25,C5.jpg,C,C,1
15349-95103,951034904396380,terrier,1,25,A6.jpg,A,A,1
15349-95103,951034904396380,terrier,1,25,C7.jpg,C,C,1
15349-95103,951034904396380,terrier,1,25,A10.jpg,A,A,1
15349-95103,951034904396380,terrier,1,25,A8.jpg,A,A,1
15349-95103,153498218008918,hound,2,1,B11.jpg,B,B,1
15349-95103,153498218008918,hound,2,1,B7.jpg,B,B,1
15349-95103,153498218008918,hound,2,1,D7.jpg,D,D,1
15349-95103,153498218008918,hound,2,1,A4.jpg,A,A,1
15349-95103,153498218008918,hound,2,1,B3.jpg,B,B,1
15349-95103,951034904396380,terrier,2,1,B11.jpg,B,B,1
15349-95103,951034904396380,terrier,2,1,B7.jpg,C,B,0
15349-95103,951034904396380,terrier,2,1,D7.jpg,B,D,0
15349-95103,951034904396380,terrier,2,1,A4.jpg,A,A,1
15349-95103,951034904396380,terrier,2,1,B3.jpg,C,B,0
15349-95103,951034904396380,terrier,2,2,B10.jpg,B,B,1
15349-95103,951034904396380,terrier,2,2,A5.jpg,A,A,1
15349-95103,951034904396380,terrier,2,2,C8.jpg,C,C,1
15349-95103,951034904396380,terrier,2,2,A8.jpg,A,A,1
15349-95103,951034904396380,terrier,2,2,D8.jpg,D,D,1
15349-95103,153498218008918,hound,2,2,B10.jpg,B,B,1
15349-95103,153498218008918,hound,2,2,A5.jpg,A,A,1
15349-95103,153498218008918,hound,2,2,C8.jpg,A,C,0
15349-95103,153498218008918,hound,2,2,A8.jpg,A,A,1
15349-95103,153498218008918,hound,2,2,D8.jpg,D,D,1
15349-95103,951034904396380,terrier,2,3,A2.jpg,A,A,1
15349-95103,951034904396380,terrier,2,3,B6.jpg,B,B,1
15349-95103,951034904396380,terrier,2,3,D10.jpg,D,D,1
15349-95103,951034904396380,terrier,2,3,A12.jpg,A,A,1
15349-95103,951034904396380,terrier,2,3,D4.jpg,D,D,1
15349-95103,153498218008918,hound,2,3,A2.jpg,A,A,1
15349-95103,153498218008918,hound,2,3,B6.jpg,B,B,1
15349-95103,153498218008918,hound,2,3,D10.jpg,D,D,1
15349-95103,153498218008918,hound,2,3,A12.jpg,A,A,1
15349-95103,153498218008918,hound,2,3,D4.jpg,D,D,1
15349-95103,951034904396380,terrier,2,4,A7.jpg,A,A,1
15349-95103,951034904396380,terrier,2,4,A8.jpg,A,A,1
15349-95103,951034904396380,terrier,2,4,B3.jpg,B,B,1
15349-95103,951034904396380,terrier,2,4,C12.jpg,C,C,1
15349-95103,951034904396380,terrier,2,4,A12.jpg,A,A,1
15349-95103,153498218008918,hound,2,4,A7.jpg,A,A,1
15349-95103,153498218008918,hound,2,4,A8.jpg,A,A,1
15349-95103,153498218008918,hound,2,4,B3.jpg,B,B,1
15349-95103,153498218008918,hound,2,4,C12.jpg,C,C,1
15349-95103,153498218008918,hound,2,4,A12.jpg,A,A,1
15349-95103,951034904396380,terrier,2,5,C7.jpg,C,C,1
15349-95103,951034904396380,terrier,2,5,C10.jpg,C,C,1
15349-95103,951034904396380,terrier,2,5,D5.jpg,D,D,1
15349-95103,951034904396380,terrier,2,5,B4.jpg,D,B,0
15349-95103,951034904396380,terrier,2,5,B3.jpg,B,B,1
15349-95103,153498218008918,hound,2,5,C7.jpg,A,C,0
15349-95103,153498218008918,hound,2,5,C10.jpg,A,C,0
15349-95103,153498218008918,hound,2,5,D5.jpg,D,D,1
15349-95103,153498218008918,hound,2,5,B4.jpg,B,B,1
15349-95103,153498218008918,hound,2,5,B3.jpg,B,B,1
15349-95103,951034904396380,terrier,2,6,B4.jpg,B,B,1
15349-95103,951034904396380,terrier,2,6,C8.jpg,C,C,1
15349-95103,951034904396380,terrier,2,6,C5.jpg,C,C,1
15349-95103,951034904396380,terrier,2,6,A12.jpg,A,A,1
15349-95103,951034904396380,terrier,2,6,D2.jpg,D,D,1
15349-95103,153498218008918,hound,2,6,B4.jpg,B,B,1
15349-95103,153498218008918,hound,2,6,C8.jpg,C,C,1
15349-95103,153498218008918,hound,2,6,C5.jpg,C,C,1
15349-95103,153498218008918,hound,2,6,A12.jpg,A,A,1
15349-95103,153498218008918,hound,2,6,D2.jpg,D,D,1
15349-95103,951034904396380,terrier,2,7,A7.jpg,A,A,1
15349-95103,951034904396380,terrier,2,7,B10.jpg,B,B,1
15349-95103,951034904396380,terrier,2,7,C7.jpg,C,C,1
15349-95103,951034904396380,terrier,2,7,C2.jpg,C,C,1
15349-95103,951034904396380,terrier,2,7,A9.jpg,A,A,1
15349-95103,153498218008918,hound,2,7,A7.jpg,C,A,0
15349-95103,153498218008918,hound,2,7,B10.jpg,B,B,1
15349-95103,153498218008918,hound,2,7,C7.jpg,C,C,1
15349-95103,153498218008918,hound,2,7,C2.jpg,C,C,1
15349-95103,153498218008918,hound,2,7,A9.jpg,A,A,1
15349-95103,153498218008918,hound,2,8,B9.jpg,B,B,1
15349-95103,153498218008918,hound,2,8,B8.jpg,B,B,1
15349-95103,153498218008918,hound,2,8,B11.jpg,B,B,1
15349-95103,153498218008918,hound,2,8,B1.jpg,B,B,1
15349-95103,153498218008918,hound,2,8,C9.jpg,A,C,0
15349-95103,951034904396380,terrier,2,8,B9.jpg,B,B,1
15349-95103,951034904396380,terrier,2,8,B8.jpg,B,B,1
15349-95103,951034904396380,terrier,2,8,B11.jpg,D,B,0
15349-95103,951034904396380,terrier,2,8,B1.jpg,Nada,B,0
15349-95103,951034904396380,terrier,2,8,C9.jpg,C,C,1
15349-95103,153498218008918,hound,2,9,C1.jpg,C,C,1
15349-95103,153498218008918,hound,2,9,B5.jpg,B,B,1
15349-95103,153498218008918,hound,2,9,B10.jpg,B,B,1
15349-95103,153498218008918,hound,2,9,B3.jpg,B,B,1
15349-95103,153498218008918,hound,2,9,A8.jpg,A,A,1
15349-95103,951034904396380,terrier,2,9,C1.jpg,C,C,1
15349-95103,951034904396380,terrier,2,9,B5.jpg,B,B,1
15349-95103,951034904396380,terrier,2,9,B10.jpg,B,B,1
15349-95103,951034904396380,terrier,2,9,B3.jpg,B,B,1
15349-95103,951034904396380,terrier,2,9,A8.jpg,A,A,1
15349-95103,951034904396380,terrier,2,10,B7.jpg,B,B,1
15349-95103,951034904396380,terrier,2,10,A4.jpg,A,A,1
15349-95103,951034904396380,terrier,2,10,D1.jpg,D,D,1
15349-95103,951034904396380,terrier,2,10,A11.jpg,C,A,0
15349-95103,951034904396380,terrier,2,10,B3.jpg,B,B,1
15349-95103,153498218008918,hound,2,10,B7.jpg,B,B,1
15349-95103,153498218008918,hound,2,10,A4.jpg,A,A,1
15349-95103,153498218008918,hound,2,10,D1.jpg,D,D,1
15349-95103,153498218008918,hound,2,10,A11.jpg,C,A,0
15349-95103,153498218008918,hound,2,10,B3.jpg,B,B,1
15349-95103,153498218008918,hound,2,11,D7.jpg,D,D,1
15349-95103,153498218008918,hound,2,11,B4.jpg,B,B,1
15349-95103,153498218008918,hound,2,11,B6.jpg,B,B,1
15349-95103,153498218008918,hound,2,11,B5.jpg,B,B,1
15349-95103,153498218008918,hound,2,11,C10.jpg,C,C,1
15349-95103,951034904396380,terrier,2,11,D7.jpg,D,D,1
15349-95103,951034904396380,terrier,2,11,B4.jpg,B,B,1
15349-95103,951034904396380,terrier,2,11,B6.jpg,B,B,1
15349-95103,951034904396380,terrier,2,11,B5.jpg,B,B,1
15349-95103,951034904396380,terrier,2,11,C10.jpg,C,C,1
15349-95103,951034904396380,terrier,2,12,D7.jpg,D,D,1
15349-95103,951034904396380,terrier,2,12,A9.jpg,A,A,1
15349-95103,951034904396380,terrier,2,12,B6.jpg,B,B,1
15349-95103,951034904396380,terrier,2,12,A4.jpg,A,A,1
15349-95103,951034904396380,terrier,2,12,D4.jpg,D,D,1
15349-95103,153498218008918,hound,2,12,D7.jpg,D,D,1
15349-95103,153498218008918,hound,2,12,A9.jpg,A,A,1
15349-95103,153498218008918,hound,2,12,B6.jpg,B,B,1
15349-95103,153498218008918,hound,2,12,A4.jpg,C,A,0
15349-95103,153498218008918,hound,2,12,D4.jpg,D,D,1
15349-95103,951034904396380,terrier,2,13,A3.jpg,A,A,1
15349-95103,951034904396380,terrier,2,13,C4.jpg,C,C,1
15349-95103,951034904396380,terrier,2,13,A10.jpg,A,A,1
15349-95103,951034904396380,terrier,2,13,D11.jpg,D,D,1
15349-95103,951034904396380,terrier,2,13,C5.jpg,C,C,1
15349-95103,153498218008918,hound,2,13,A3.jpg,A,A,1
15349-95103,153498218008918,hound,2,13,C4.jpg,C,C,1
15349-95103,153498218008918,hound,2,13,A10.jpg,A,A,1
15349-95103,153498218008918,hound,2,13,D11.jpg,D,D,1
15349-95103,153498218008918,hound,2,13,C5.jpg,C,C,1
15349-95103,153498218008918,hound,2,14,C7.jpg,C,C,1
15349-95103,153498218008918,hound,2,14,A12.jpg,A,A,1
15349-95103,153498218008918,hound,2,14,B7.jpg,B,B,1
15349-95103,153498218008918,hound,2,14,B4.jpg,B,B,1
15349-95103,153498218008918,hound,2,14,B2.jpg,B,B,1
15349-95103,951034904396380,terrier,2,14,C7.jpg,C,C,1
15349-95103,951034904396380,terrier,2,14,A12.jpg,A,A,1
15349-95103,951034904396380,terrier,2,14,B7.jpg,B,B,1
15349-95103,951034904396380,terrier,2,14,B4.jpg,B,B,1
15349-95103,951034904396380,terrier,2,14,B2.jpg,B,B,1
15349-95103,951034904396380,terrier,2,15,A5.jpg,A,A,1
15349-95103,951034904396380,terrier,2,15,C6.jpg,C,C,1
15349-95103,951034904396380,terrier,2,15,A10.jpg,A,A,1
15349-95103,951034904396380,terrier,2,15,A7.jpg,A,A,1
15349-95103,951034904396380,terrier,2,15,D8.jpg,D,D,1
15349-95103,153498218008918,hound,2,15,A5.jpg,A,A,1
15349-95103,153498218008918,hound,2,15,C6.jpg,C,C,1
15349-95103,153498218008918,hound,2,15,A10.jpg,A,A,1
15349-95103,153498218008918,hound,2,15,A7.jpg,Nada,A,0
15349-95103,153498218008918,hound,2,15,D8.jpg,D,D,1
15349-95103,153498218008918,hound,2,16,D11.jpg,D,D,1
15349-95103,153498218008918,hound,2,16,C2.jpg,C,C,1
15349-95103,153498218008918,hound,2,16,C3.jpg,C,C,1
15349-95103,153498218008918,hound,2,16,A8.jpg,A,A,1
15349-95103,153498218008918,hound,2,16,A10.jpg,A,A,1
15349-95103,951034904396380,terrier,2,16,D11.jpg,D,D,1
15349-95103,951034904396380,terrier,2,16,C2.jpg,C,C,1
15349-95103,951034904396380,terrier,2,16,C3.jpg,C,C,1
15349-95103,951034904396380,terrier,2,16,A8.jpg,A,A,1
15349-95103,951034904396380,terrier,2,16,A10.jpg,A,A,1
15349-95103,153498218008918,hound,2,17,C4.jpg,C,C,1
15349-95103,153498218008918,hound,2,17,A3.jpg,A,A,1
15349-95103,153498218008918,hound,2,17,C5.jpg,C,C,1
15349-95103,153498218008918,hound,2,17,A2.jpg,A,A,1
15349-95103,153498218008918,hound,2,17,A7.jpg,A,A,1
15349-95103,951034904396380,terrier,2,17,C4.jpg,C,C,1
15349-95103,951034904396380,terrier,2,17,A3.jpg,A,A,1
15349-95103,951034904396380,terrier,2,17,C5.jpg,C,C,1
15349-95103,951034904396380,terrier,2,17,A2.jpg,A,A,1
15349-95103,951034904396380,terrier,2,17,A7.jpg,A,A,1
15349-95103,951034904396380,terrier,2,18,B8.jpg,B,B,1
15349-95103,951034904396380,terrier,2,18,B10.jpg,B,B,1
15349-95103,951034904396380,terrier,2,18,D5.jpg,D,D,1
15349-95103,951034904396380,terrier,2,18,B11.jpg,B,B,1
15349-95103,951034904396380,terrier,2,18,D1.jpg,D,D,1
15349-95103,153498218008918,hound,2,18,B8.jpg,B,B,1
15349-95103,153498218008918,hound,2,18,B10.jpg,B,B,1
15349-95103,153498218008918,hound,2,18,D5.jpg,D,D,1
15349-95103,153498218008918,hound,2,18,B11.jpg,B,B,1
15349-95103,153498218008918,hound,2,18,D1.jpg,D,D,1
15349-95103,153498218008918,hound,2,19,C6.jpg,C,C,1
15349-95103,153498218008918,hound,2,19,B9.jpg,B,B,1
15349-95103,153498218008918,hound,2,19,A7.jpg,A,A,1
