Dyad,Player,Stage,Round,Score
32111-69609,696092780970702,2,17,5
32111-69609,32111755046981,2,18,4
32111-69609,696092780970702,2,18,5
32111-69609,696092780970702,2,19,5
32111-69609,32111755046981,2,19,4
32111-69609,32111755046981,2,20,4
32111-69609,696092780970702,2,20,5
32111-69609,696092780970702,2,21,4
32111-69609,32111755046981,2,21,4
32111-69609,696092780970702,2,22,5
32111-69609,32111755046981,2,22,4
32111-69609,32111755046981,2,23,3
32111-69609,696092780970702,2,23,3
32111-69609,32111755046981,2,24,5
32111-69609,696092780970702,2,24,5
32111-69609,696092780970702,2,25,5
32111-69609,32111755046981,2,25,5
76562-84503,765625247183286,1,2,5
76562-84503,765625247183286,1,3,5
76562-84503,765625247183286,1,4,5
76562-84503,845030447613389,1,4,4
76562-84503,845030447613389,1,5,5
76562-84503,765625247183286,1,5,4
76562-84503,845030447613389,1,6,5
76562-84503,765625247183286,1,6,5
76562-84503,845030447613389,1,7,5
76562-84503,765625247183286,1,7,5
76562-84503,765625247183286,1,8,4
76562-84503,845030447613389,1,8,5
76562-84503,845030447613389,1,9,5
76562-84503,765625247183286,1,9,5
76562-84503,765625247183286,1,10,4
76562-84503,845030447613389,1,10,4
76562-84503,765625247183286,1,11,5
76562-84503,845030447613389,1,11,5
76562-84503,845030447613389,1,12,5
76562-84503,765625247183286,1,12,5
76562-84503,845030447613389,1,13,5
76562-84503,765625247183286,1,13,5
76562-84503,845030447613389,1,14,5
76562-84503,765625247183286,1,14,5
76562-84503,845030447613389,1,15,5
76562-84503,765625247183286,1,15,5
76562-84503,845030447613389,1,16,5
76562-84503,765625247183286,1,16,5
76562-84503,845030447613389,1,17,5
76562-84503,765625247183286,1,17,3
76562-84503,845030447613389,1,18,5
76562-84503,765625247183286,1,18,5
76562-84503,845030447613389,1,19,5
76562-84503,765625247183286,1,19,4
76562-84503,845030447613389,1,20,5
76562-84503,765625247183286,1,20,0
76562-84503,845030447613389,1,21,5
76562-84503,765625247183286,1,21,5
76562-84503,845030447613389,1,22,5
76562-84503,765625247183286,1,22,5
76562-84503,845030447613389,1,23,5
76562-84503,765625247183286,1,23,5
76562-84503,845030447613389,1,24,5
76562-84503,765625247183286,1,24,5
76562-84503,845030447613389,1,25,5
76562-84503,765625247183286,1,25,4
76562-84503,845030447613389,2,1,3
76562-84503,765625247183286,2,2,0
76562-84503,845030447613389,2,2,4
76562-84503,765625247183286,2,3,4
76562-84503,845030447613389,2,3,4
76562-84503,845030447613389,2,4,5
76562-84503,765625247183286,2,4,4
76562-84503,845030447613389,2,5,4
76562-84503,765625247183286,2,5,4
76562-84503,845030447613389,2,6,5
76562-84503,765625247183286,2,6,3
76562-84503,845030447613389,2,7,5
76562-84503,765625247183286,2,7,0
76562-84503,845030447613389,2,8,5
76562-84503,765625247183286,2,8,2
76562-84503,845030447613389,2,9,5
76562-84503,765625247183286,2,9,0
76562-84503,845030447613389,2,10,5
76562-84503,765625247183286,2,10,4
76562-84503,845030447613389,2,11,5
76562-84503,765625247183286,2,11,3
76562-84503,845030447613389,2,12,5
76562-84503,765625247183286,2,12,3
76562-84503,845030447613389,2,13,5
76562-84503,765625247183286,2,13,3
76562-84503,845030447613389,2,14,5
76562-84503,765625247183286,2,14,1
76562-84503,845030447613389,2,15,5
76562-84503,765625247183286,2,15,4
76562-84503,845030447613389,2,16,5
76562-84503,765625247183286,2,16,2
76562-84503,845030447613389,2,17,5
76562-84503,765625247183286,2,17,0
76562-84503,845030447613389,2,18,5
76562-84503,765625247183286,2,18,5
76562-84503,845030447613389,2,19,4
76562-84503,765625247183286,2,19,2
76562-84503,845030447613389,2,20,5
76562-84503,765625247183286,2,20,2
76562-84503,845030447613389,2,21,5
76562-84503,765625247183286,2,21,2
76562-84503,765625247183286,2,22,2
76562-84503,845030447613389,2,22,5
76562-84503,845030447613389,2,23,5
76562-84503,765625247183286,2,23,1
76562-84503,845030447613389,2,24,5
76562-84503,765625247183286,2,24,1
76562-84503,845030447613389,2,25,5
76562-84503,765625247183286,2,25,3
10101-83343,101017895939220,1,1,5
10101-83343,833437527724022,1,1,4
10101-83343,833437527724022,1,2,5
10101-83343,833437527724022,1,3,4
10101-83343,101017895939220,1,3,4
10101-83343,833437527724022,1,4,5
10101-83343,101017895939220,1,4,4
10101-83343,833437527724022,1,5,5
10101-83343,101017895939220,1,5,3
10101-83343,101017895939220,1,6,5
10101-83343,833437527724022,1,6,5
10101-83343,833437527724022,1,7,5
10101-83343,101017895939220,1,7,4
10101-83343,101017895939220,1,8,5
10101-83343,833437527724022,1,8,5
10101-83343,833437527724022,1,9,5
10101-83343,101017895939220,1,9,4
10101-83343,833437527724022,1,10,5
10101-83343,101017895939220,1,10,5
10101-83343,101017895939220,1,11,5
10101-83343,833437527724022,1,11,5
10101-83343,101017895939220,1,12,5
10101-83343,833437527724022,1,12,5
10101-83343,833437527724022,1,13,5
10101-83343,101017895939220,1,13,5
10101-83343,833437527724022,1,14,5
10101-83343,101017895939220,1,14,4
10101-83343,833437527724022,1,15,5
10101-83343,101017895939220,1,15,5
10101-83343,101017895939220,1,16,5
10101-83343,833437527724022,1,16,5
10101-83343,101017895939220,1,17,5
10101-83343,833437527724022,1,17,5
10101-83343,101017895939220,1,18,5
10101-83343,833437527724022,1,18,5
10101-83343,101017895939220,1,19,5
10101-83343,833437527724022,1,19,5
10101-83343,101017895939220,1,20,5
10101-83343,833437527724022,1,20,5
10101-83343,101017895939220,1,21,5
10101-83343,833437527724022,1,21,5
10101-83343,101017895939220,1,22,5
10101-83343,833437527724022,1,22,5
10101-83343,833437527724022,1,23,5
10101-83343,101017895939220,1,23,5
10101-83343,833437527724022,1,24,5
10101-83343,101017895939220,1,24,5
10101-83343,101017895939220,1,25,5
10101-83343,833437527724022,1,25,5
10101-83343,101017895939220,2,1,3
10101-83343,833437527724022,2,1,2
10101-83343,101017895939220,2,2,5
10101-83343,833437527724022,2,2,3
10101-83343,833437527724022,2,3,5
10101-83343,101017895939220,2,3,5
10101-83343,101017895939220,2,4,5
10101-83343,833437527724022,2,4,3
10101-83343,101017895939220,2,5,4
10101-83343,833437527724022,2,5,4
10101-83343,101017895939220,2,6,5
10101-83343,833437527724022,2,6,4
10101-83343,833437527724022,2,7,4
10101-83343,101017895939220,2,7,4
10101-83343,101017895939220,2,8,2
10101-83343,833437527724022,2,8,5
10101-83343,101017895939220,2,9,3
10101-83343,833437527724022,2,9,3
10101-83343,101017895939220,2,10,4
10101-83343,833437527724022,2,10,4
10101-83343,101017895939220,2,11,5
10101-83343,833437527724022,2,11,3
10101-83343,101017895939220,2,12,4
10101-83343,833437527724022,2,12,5
10101-83343,101017895939220,2,13,5
10101-83343,833437527724022,2,13,3
10101-83343,101017895939220,2,14,4
10101-83343,833437527724022,2,14,4
10101-83343,101017895939220,2,15,5
10101-83343,833437527724022,2,15,5
10101-83343,833437527724022,2,16,5
10101-83343,101017895939220,2,16,5
10101-83343,101017895939220,2,17,5
10101-83343,833437527724022,2,17,3
10101-83343,833437527724022,2,18,5
10101-83343,101017895939220,2,18,4
10101-83343,101017895939220,2,19,5
10101-83343,833437527724022,2,19,4
10101-83343,101017895939220,2,20,5
10101-83343,833437527724022,2,20,5
10101-83343,101017895939220,2,21,5
10101-83343,833437527724022,2,21,5
10101-83343,833437527724022,2,22,5
10101-83343,101017895939220,2,22,5
10101-83343,101017895939220,2,23,5
10101-83343,833437527724022,2,23,5
10101-83343,101017895939220,2,24,5
10101-83343,833437527724022,2,24,5
10101-83343,101017895939220,2,25,5
10101-83343,833437527724022,2,25,5
28141-21409,21409433577947,1,1,4
28141-21409,21409433577947,1,2,5
28141-21409,281417746344637,1,2,5
28141-21409,21409433577947,1,3,4
28141-21409,281417746344637,1,3,5
28141-21409,281417746344637,1,4,5
28141-21409,21409433577947,1,4,3
28141-21409,21409433577947,1,5,3
28141-21409,281417746344637,1,5,5
28141-21409,281417746344637,1,6,5
28141-21409,21409433577947,1,6,5
28141-21409,281417746344637,1,7,5
28141-21409,21409433577947,1,8,4
28141-21409,281417746344637,1,8,5
28141-21409,281417746344637,1,9,5
28141-21409,21409433577947,1,9,3
28141-21409,21409433577947,1,10,5
28141-21409,281417746344637,1,10,5
28141-21409,21409433577947,1,11,5
28141-21409,281417746344637,1,11,5
28141-21409,21409433577947,1,12,5
28141-21409,281417746344637,1,12,5
28141-21409,21409433577947,1,13,4
28141-21409,281417746344637,1,13,5
28141-21409,281417746344637,1,14,5
28141-21409,21409433577947,1,14,3
28141-21409,21409433577947,1,15,5
28141-21409,281417746344637,1,15,5
28141-21409,21409433577947,1,16,4
28141-21409,281417746344637,1,16,5
28141-21409,21409433577947,1,17,5
28141-21409,281417746344637,1,17,4
28141-21409,281417746344637,1,18,5
28141-21409,21409433577947,1,18,4
28141-21409,281417746344637,1,19,5
28141-21409,21409433577947,1,19,4
28141-21409,281417746344637,1,20,5
28141-21409,21409433577947,1,20,4
28141-21409,21409433577947,1,21,5
28141-21409,281417746344637,1,21,5
28141-21409,281417746344637,1,22,5
28141-21409,21409433577947,1,22,4
28141-21409,21409433577947,1,23,4
28141-21409,281417746344637,1,23,5
28141-21409,21409433577947,1,24,5
28141-21409,281417746344637,1,24,5
28141-21409,21409433577947,1,25,5
28141-21409,281417746344637,1,25,5
28141-21409,281417746344637,2,2,4
28141-21409,21409433577947,2,3,2
28141-21409,281417746344637,2,3,5
28141-21409,281417746344637,2,4,4
28141-21409,21409433577947,2,4,2
28141-21409,21409433577947,2,5,2
28141-21409,281417746344637,2,5,5
28141-21409,281417746344637,2,6,4
28141-21409,21409433577947,2,6,4
28141-21409,21409433577947,2,7,2
28141-21409,281417746344637,2,7,4
28141-21409,21409433577947,2,8,2
28141-21409,281417746344637,2,8,5
28141-21409,281417746344637,2,9,5
28141-21409,21409433577947,2,9,3
28141-21409,281417746344637,2,10,5
28141-21409,21409433577947,2,10,5
28141-21409,281417746344637,2,11,4
28141-21409,21409433577947,2,11,3
28141-21409,281417746344637,2,12,5
28141-21409,21409433577947,2,12,3
28141-21409,281417746344637,2,13,3
28141-21409,21409433577947,2,13,2
28141-21409,281417746344637,2,14,5
28141-21409,21409433577947,2,14,3
28141-21409,281417746344637,2,15,4
28141-21409,21409433577947,2,15,1
28141-21409,281417746344637,2,16,3
28141-21409,21409433577947,2,16,2
28141-21409,21409433577947,2,17,3
28141-21409,281417746344637,2,17,5
28141-21409,281417746344637,2,18,5
28141-21409,21409433577947,2,18,5
28141-21409,21409433577947,2,19,5
28141-21409,281417746344637,2,19,5
28141-21409,281417746344637,2,20,4
28141-21409,21409433577947,2,20,3
28141-21409,21409433577947,2,21,4
28141-21409,281417746344637,2,21,4
28141-21409,281417746344637,2,22,4
28141-21409,21409433577947,2,22,5
28141-21409,281417746344637,2,23,5
28141-21409,21409433577947,2,23,4
28141-21409,21409433577947,2,24,3
28141-21409,281417746344637,2,24,5
28141-21409,281417746344637,2,25,4
28141-21409,21409433577947,2,25,3
94386-40237,402371639059063,1,1,0
94386-40237,943864992920336,1,1,4
94386-40237,402371639059063,1,2,3
94386-40237,943864992920336,1,2,4
94386-40237,943864992920336,1,3,5
94386-40237,402371639059063,1,3,3
94386-40237,402371639059063,1,4,4
94386-40237,943864992920336,1,4,4
94386-40237,402371639059063,1,5,5
94386-40237,943864992920336,1,5,4
94386-40237,402371639059063,1,6,5
94386-40237,943864992920336,1,6,5
94386-40237,402371639059063,1,7,5
94386-40237,943864992920336,1,7,4
94386-40237,402371639059063,1,8,5
94386-40237,943864992920336,1,8,4
94386-40237,402371639059063,1,9,5
94386-40237,943864992920336,1,9,4
94386-40237,402371639059063,1,10,4
94386-40237,943864992920336,1,10,3
94386-40237,402371639059063,1,11,5
94386-40237,943864992920336,1,11,5
94386-40237,402371639059063,1,12,5
94386-40237,943864992920336,1,12,3
94386-40237,402371639059063,1,13,5
94386-40237,943864992920336,1,13,4
94386-40237,402371639059063,1,14,5
94386-40237,943864992920336,1,14,4
94386-40237,402371639059063,1,15,5
94386-40237,943864992920336,1,15,5
94386-40237,402371639059063,1,16,5
94386-40237,943864992920336,1,16,4
94386-40237,943864992920336,1,17,5
94386-40237,402371639059063,1,17,5
94386-40237,402371639059063,1,18,5
94386-40237,943864992920336,1,18,5
94386-40237,943864992920336,1,19,4
94386-40237,402371639059063,1,19,5
94386-40237,402371639059063,1,20,5
94386-40237,943864992920336,1,20,4
94386-40237,402371639059063,1,21,5
94386-40237,943864992920336,1,21,5
94386-40237,402371639059063,1,22,5
94386-40237,943864992920336,1,22,5
94386-40237,402371639059063,1,23,5
94386-40237,943864992920336,1,23,4
94386-40237,943864992920336,1,24,5
94386-40237,402371639059063,1,24,5
94386-40237,402371639059063,1,25,5
94386-40237,943864992920336,1,25,5
94386-40237,402371639059063,2,1,4
94386-40237,943864992920336,2,1,5
94386-40237,943864992920336,2,2,4
94386-40237,402371639059063,2,2,5
94386-40237,402371639059063,2,3,5
94386-40237,402371639059063,2,4,5
94386-40237,943864992920336,2,4,4
94386-40237,402371639059063,2,5,5
94386-40237,943864992920336,2,5,5
94386-40237,402371639059063,2,6,5
94386-40237,943864992920336,2,6,5
94386-40237,943864992920336,2,7,4
94386-40237,402371639059063,2,7,4
94386-40237,402371639059063,2,8,5
94386-40237,943864992920336,2,8,5
94386-40237,943864992920336,2,9,5
94386-40237,402371639059063,2,9,5
94386-40237,943864992920336,2,10,4
94386-40237,402371639059063,2,10,5
94386-40237,943864992920336,2,11,4
94386-40237,402371639059063,2,11,4
94386-40237,943864992920336,2,12,5
94386-40237,402371639059063,2,12,5
94386-40237,402371639059063,2,13,5
94386-40237,943864992920336,2,13,4
94386-40237,943864992920336,2,14,5
94386-40237,402371639059063,2,14,5
94386-40237,402371639059063,2,15,5
94386-40237,943864992920336,2,15,5
94386-40237,402371639059063,2,16,4
94386-40237,943864992920336,2,16,5
94386-40237,402371639059063,2,17,5
94386-40237,943864992920336,2,17,5
94386-40237,402371639059063,2,18,5
94386-40237,943864992920336,2,18,5
94386-40237,402371639059063,2,19,5
94386-40237,943864992920336,2,19,5
94386-40237,402371639059063,2,20,5
94386-40237,943864992920336,2,20,5
94386-40237,402371639059063,2,21,5
94386-40237,943864992920336,2,21,5
94386-40237,943864992920336,2,22,5
94386-40237,402371639059063,2,22,5
94386-40237,402371639059063,2,23,5
94386-40237,943864992920336,2,23,5
94386-40237,402371639059063,2,24,5
94386-40237,943864992920336,2,24,5
94386-40237,943864992920336,2,25,5
94386-40237,402371639059063,2,25,5
23585-52205,235859731771768,1,1,3
23585-52205,235859731771768,1,2,2
23585-52205,522058605648886,1,2,4
23585-52205,235859731771768,1,3,3
23585-52205,522058605648886,1,3,3
23585-52205,522058605648886,1,4,4
23585-52205,235859731771768,1,4,5
23585-52205,235859731771768,1,5,4
23585-52205,522058605648886,1,5,5
23585-52205,522058605648886,1,6,5
23585-52205,235859731771768,1,6,2
23585-52205,235859731771768,1,7,4
23585-52205,522058605648886,1,7,5
23585-52205,235859731771768,1,8,3
23585-52205,522058605648886,1,8,4
23585-52205,522058605648886,1,9,5
23585-52205,235859731771768,1,9,3
23585-52205,522058605648886,1,10,5
23585-52205,235859731771768,1,10,4
23585-52205,522058605648886,1,11,5
23585-52205,235859731771768,1,11,4
23585-52205,522058605648886,1,12,5
23585-52205,235859731771768,1,12,4
23585-52205,522058605648886,1,13,5
23585-52205,235859731771768,1,13,5
23585-52205,522058605648886,1,14,5
23585-52205,235859731771768,1,14,5
23585-52205,235859731771768,1,15,5
23585-52205,522058605648886,1,15,5
23585-52205,522058605648886,1,16,5
23585-52205,235859731771768,1,16,5
23585-52205,235859731771768,1,17,5
23585-52205,522058605648886,1,17,5
23585-52205,522058605648886,1,18,5
23585-52205,235859731771768,1,18,5
23585-52205,235859731771768,1,19,5
23585-52205,522058605648886,1,19,5
23585-52205,522058605648886,1,20,5
23585-52205,235859731771768,1,20,5
23585-52205,522058605648886,1,21,5
23585-52205,235859731771768,1,21,5
23585-52205,522058605648886,1,22,5
23585-52205,235859731771768,1,22,5
23585-52205,235859731771768,1,23,5
23585-52205,522058605648886,1,23,5
23585-52205,522058605648886,1,24,5
23585-52205,235859731771768,1,24,5
23585-52205,235859731771768,1,25,5
23585-52205,522058605648886,1,25,5
23585-52205,522058605648886,2,2,5
23585-52205,235859731771768,2,2,3
23585-52205,235859731771768,2,3,5
23585-52205,522058605648886,2,3,3
23585-52205,235859731771768,2,4,4
23585-52205,522058605648886,2,4,5
23585-52205,522058605648886,2,5,5
23585-52205,235859731771768,2,5,4
23585-52205,522058605648886,2,6,5
23585-52205,235859731771768,2,6,5
23585-52205,235859731771768,2,7,5
23585-52205,522058605648886,2,7,5
23585-52205,235859731771768,2,8,2
23585-52205,522058605648886,2,8,4
23585-52205,522058605648886,2,9,5
23585-52205,235859731771768,2,9,5
23585-52205,235859731771768,2,10,5
23585-52205,522058605648886,2,10,5
23585-52205,235859731771768,2,11,5
23585-52205,522058605648886,2,11,5
23585-52205,235859731771768,2,12,4
23585-52205,522058605648886,2,12,5
23585-52205,235859731771768,2,13,5
23585-52205,522058605648886,2,13,5
23585-52205,522058605648886,2,14,5
23585-52205,235859731771768,2,14,5
23585-52205,235859731771768,2,15,5
23585-52205,522058605648886,2,15,5
23585-52205,235859731771768,2,16,5
23585-52205,522058605648886,2,16,5
23585-52205,235859731771768,2,17,5
23585-52205,522058605648886,2,17,5
23585-52205,235859731771768,2,18,5
23585-52205,522058605648886,2,18,5
23585-52205,235859731771768,2,19,5
23585-52205,522058605648886,2,19,5
23585-52205,235859731771768,2,20,5
23585-52205,522058605648886,2,20,5
23585-52205,235859731771768,2,21,4
23585-52205,522058605648886,2,21,5
23585-52205,522058605648886,2,22,5
23585-52205,235859731771768,2,22,5
23585-52205,235859731771768,2,23,4
23585-52205,522058605648886,2,23,4
23585-52205,235859731771768,2,24,5
23585-52205,522058605648886,2,24,5
23585-52205,235859731771768,2,25,5
23585-52205,522058605648886,2,25,5
76079-87480,760791662383499,1,1,0
76079-87480,874807326893128,1,1,1
76079-87480,760791662383499,1,2,5
76079-87480,874807326893128,1,2,2
76079-87480,760791662383499,1,3,4
76079-87480,874807326893128,1,3,3
76079-87480,874807326893128,1,4,2
76079-87480,760791662383499,1,4,5
76079-87480,760791662383499,1,5,5
76079-87480,874807326893128,1,5,4
76079-87480,760791662383499,1,6,4
76079-87480,874807326893128,1,6,4
76079-87480,760791662383499,1,7,5
76079-87480,874807326893128,1,7,5
76079-87480,760791662383499,1,8,5
76079-87480,874807326893128,1,8,5
76079-87480,874807326893128,1,9,5
76079-87480,760791662383499,1,9,4
76079-87480,760791662383499,1,10,5
76079-87480,874807326893128,1,10,5
76079-87480,760791662383499,1,11,5
76079-87480,874807326893128,1,11,5
76079-87480,760791662383499,1,12,5
76079-87480,874807326893128,1,12,5
76079-87480,760791662383499,1,13,5
76079-87480,874807326893128,1,13,5
76079-87480,760791662383499,1,14,4
76079-87480,874807326893128,1,14,5
76079-87480,760791662383499,1,15,5
76079-87480,874807326893128,1,15,5
76079-87480,760791662383499,1,16,5
76079-87480,874807326893128,1,16,5
76079-87480,760791662383499,1,17,5
76079-87480,874807326893128,1,17,5
76079-87480,760791662383499,1,18,4
76079-87480,874807326893128,1,18,5
76079-87480,760791662383499,1,19,5
76079-87480,874807326893128,1,19,4
76079-87480,874807326893128,1,20,5
76079-87480,760791662383499,1,20,5
76079-87480,760791662383499,1,21,5
76079-87480,874807326893128,1,21,5
76079-87480,874807326893128,1,22,5
76079-87480,760791662383499,1,22,5
76079-87480,874807326893128,1,23,5
76079-87480,760791662383499,1,23,5
76079-87480,874807326893128,1,24,5
76079-87480,760791662383499,1,24,5
76079-87480,874807326893128,1,25,5
76079-87480,760791662383499,1,25,5
76079-87480,874807326893128,2,1,5
76079-87480,760791662383499,2,2,4
76079-87480,874807326893128,2,2,3
76079-87480,874807326893128,2,3,5
76079-87480,760791662383499,2,3,3
76079-87480,760791662383499,2,4,4
76079-87480,874807326893128,2,4,5
76079-87480,760791662383499,2,5,3
76079-87480,874807326893128,2,5,5
76079-87480,874807326893128,2,6,4
76079-87480,760791662383499,2,6,2
76079-87480,760791662383499,2,8,5
76079-87480,874807326893128,2,8,5
76079-87480,874807326893128,2,9,5
76079-87480,760791662383499,2,9,4
76079-87480,874807326893128,2,10,5
76079-87480,760791662383499,2,10,5
76079-87480,874807326893128,2,11,5
76079-87480,760791662383499,2,11,5
76079-87480,874807326893128,2,12,5
76079-87480,760791662383499,2,12,5
76079-87480,760791662383499,2,13,5
76079-87480,874807326893128,2,13,4
76079-87480,760791662383499,2,14,5
76079-87480,874807326893128,2,14,5
76079-87480,760791662383499,2,15,5
76079-87480,874807326893128,2,15,4
76079-87480,874807326893128,2,16,5
76079-87480,760791662383499,2,16,4
76079-87480,760791662383499,2,17,5
76079-87480,874807326893128,2,17,4
76079-87480,760791662383499,2,18,5
76079-87480,874807326893128,2,18,5
76079-87480,760791662383499,2,19,5
76079-87480,874807326893128,2,19,5
76079-87480,760791662383499,2,20,4
76079-87480,874807326893128,2,20,5
76079-87480,760791662383499,2,21,5
76079-87480,874807326893128,2,21,4
76079-87480,760791662383499,2,22,3
76079-87480,874807326893128,2,22,4
76079-87480,760791662383499,2,23,5
76079-87480,874807326893128,2,23,5
76079-87480,760791662383499,2,24,5
76079-87480,874807326893128,2,24,5
76079-87480,760791662383499,2,25,5
76079-87480,874807326893128,2,25,5
56385-93983,563859218939246,1,1,1
56385-93983,939838105107843,1,1,5
56385-93983,939838105107843,1,2,5
56385-93983,563859218939246,1,2,3
56385-93983,939838105107843,1,3,4
56385-93983,563859218939246,1,3,5
56385-93983,563859218939246,1,4,5
56385-93983,939838105107843,1,4,5
56385-93983,939838105107843,1,5,3
56385-93983,563859218939246,1,5,4
56385-93983,563859218939246,1,6,5
56385-93983,939838105107843,1,6,4
56385-93983,563859218939246,1,7,3
56385-93983,939838105107843,1,7,5
56385-93983,563859218939246,1,8,5
56385-93983,939838105107843,1,8,5
56385-93983,939838105107843,1,9,5
56385-93983,563859218939246,1,9,5
56385-93983,563859218939246,1,10,5
56385-93983,939838105107843,1,10,5
56385-93983,939838105107843,1,11,3
56385-93983,563859218939246,1,11,5
56385-93983,939838105107843,1,12,5
56385-93983,563859218939246,1,12,5
56385-93983,563859218939246,1,13,5
56385-93983,939838105107843,1,13,5
56385-93983,563859218939246,1,14,5
56385-93983,939838105107843,1,14,5
56385-93983,563859218939246,1,15,5
56385-93983,939838105107843,1,15,5
56385-93983,563859218939246,1,16,5
56385-93983,939838105107843,1,16,5
56385-93983,563859218939246,1,17,5
56385-93983,939838105107843,1,17,5
56385-93983,563859218939246,1,18,5
56385-93983,939838105107843,1,18,5
56385-93983,939838105107843,1,19,5
56385-93983,563859218939246,1,19,4
56385-93983,563859218939246,1,20,5
56385-93983,939838105107843,1,20,0
56385-93983,563859218939246,1,21,5
56385-93983,939838105107843,1,21,5
56385-93983,563859218939246,1,22,5
56385-93983,939838105107843,1,22,5
56385-93983,563859218939246,1,23,5
56385-93983,939838105107843,1,23,4
56385-93983,563859218939246,1,24,5
56385-93983,939838105107843,1,24,5
56385-93983,939838105107843,1,25,5
56385-93983,563859218939246,1,25,5
56385-93983,563859218939246,2,1,4
56385-93983,939838105107843,2,1,3
56385-93983,939838105107843,2,2,5
56385-93983,563859218939246,2,3,4
56385-93983,939838105107843,2,3,3
56385-93983,563859218939246,2,4,4
56385-93983,939838105107843,2,4,5
56385-93983,563859218939246,2,5,4
56385-93983,939838105107843,2,5,2
56385-93983,563859218939246,2,6,5
56385-93983,939838105107843,2,6,5
56385-93983,563859218939246,2,7,5
56385-93983,939838105107843,2,7,3
56385-93983,563859218939246,2,8,3
56385-93983,939838105107843,2,8,2
56385-93983,563859218939246,2,9,5
56385-93983,939838105107843,2,9,4
56385-93983,563859218939246,2,10,5
56385-93983,939838105107843,2,10,5
56385-93983,563859218939246,2,11,5
56385-93983,939838105107843,2,11,4
56385-93983,563859218939246,2,12,5
56385-93983,939838105107843,2,12,4
56385-93983,563859218939246,2,13,5
56385-93983,939838105107843,2,13,4
56385-93983,563859218939246,2,14,5
56385-93983,939838105107843,2,14,5
56385-93983,563859218939246,2,15,5
56385-93983,939838105107843,2,15,5
56385-93983,563859218939246,2,16,5
56385-93983,939838105107843,2,16,5
56385-93983,563859218939246,2,17,5
56385-93983,939838105107843,2,17,5
56385-93983,563859218939246,2,18,5
56385-93983,939838105107843,2,18,5
56385-93983,563859218939246,2,19,5
56385-93983,939838105107843,2,19,5
56385-93983,563859218939246,2,20,5
56385-93983,563859218939246,2,21,5
56385-93983,939838105107843,2,21,5
56385-93983,563859218939246,2,22,5
56385-93983,939838105107843,2,22,4
56385-93983,563859218939246,2,23,5
56385-93983,939838105107843,2,23,5
56385-93983,563859218939246,2,24,5
56385-93983,939838105107843,2,24,5
56385-93983,563859218939246,2,25,5
56385-93983,939838105107843,2,25,5
18067-91921,180672638373464,1,1,2
18067-91921,919215741319732,1,1,4
18067-91921,180672638373464,1,2,5
18067-91921,919215741319732,1,2,4
18067-91921,180672638373464,1,3,5
18067-91921,919215741319732,1,3,4
18067-91921,180672638373464,1,4,5
18067-91921,919215741319732,1,4,5
18067-91921,180672638373464,1,5,5
18067-91921,919215741319732,1,5,3
18067-91921,180672638373464,1,6,3
18067-91921,919215741319732,1,6,3
18067-91921,180672638373464,1,7,2
18067-91921,919215741319732,1,7,5
18067-91921,180672638373464,1,8,5
18067-91921,919215741319732,1,8,4
18067-91921,180672638373464,1,9,5
18067-91921,919215741319732,1,9,4
18067-91921,180672638373464,1,10,5
18067-91921,919215741319732,1,10,4
18067-91921,180672638373464,1,11,5
18067-91921,919215741319732,1,11,4
18067-91921,180672638373464,1,12,5
18067-91921,919215741319732,1,12,4
18067-91921,180672638373464,1,13,5
18067-91921,919215741319732,1,13,5
18067-91921,180672638373464,1,14,5
18067-91921,919215741319732,1,14,4
18067-91921,180672638373464,1,15,5
18067-91921,919215741319732,1,15,5
18067-91921,180672638373464,1,16,5
18067-91921,919215741319732,1,16,5
18067-91921,180672638373464,1,17,5
18067-91921,919215741319732,1,17,3
18067-91921,180672638373464,1,18,5
18067-91921,919215741319732,1,18,4
18067-91921,180672638373464,1,19,5
18067-91921,919215741319732,1,19,4
18067-91921,180672638373464,1,20,5
18067-91921,919215741319732,1,20,4
18067-91921,180672638373464,1,21,5
18067-91921,919215741319732,1,21,5
18067-91921,180672638373464,1,22,5
18067-91921,919215741319732,1,22,4
18067-91921,180672638373464,1,23,5
18067-91921,919215741319732,1,23,5
18067-91921,180672638373464,1,24,5
18067-91921,919215741319732,1,24,4
18067-91921,180672638373464,1,25,4
18067-91921,919215741319732,1,25,5
18067-91921,180672638373464,2,1,5
18067-91921,919215741319732,2,2,5
18067-91921,180672638373464,2,2,4
18067-91921,919215741319732,2,3,4
18067-91921,180672638373464,2,3,3
18067-91921,180672638373464,2,4,3
18067-91921,919215741319732,2,4,5
18067-91921,919215741319732,2,5,4
18067-91921,180672638373464,2,5,5
18067-91921,180672638373464,2,6,5
18067-91921,919215741319732,2,6,4
18067-91921,919215741319732,2,7,4
18067-91921,180672638373464,2,7,4
18067-91921,919215741319732,2,8,5
18067-91921,180672638373464,2,8,5
18067-91921,919215741319732,2,9,5
18067-91921,180672638373464,2,9,5
18067-91921,919215741319732,2,10,5
18067-91921,180672638373464,2,10,5
18067-91921,180672638373464,2,11,4
18067-91921,919215741319732,2,11,4
18067-91921,919215741319732,2,12,5
18067-91921,180672638373464,2,12,4
18067-91921,919215741319732,2,13,5
18067-91921,180672638373464,2,13,3
18067-91921,180672638373464,2,14,4
18067-91921,919215741319732,2,14,4
18067-91921,919215741319732,2,15,5
18067-91921,180672638373464,2,15,5
