treatment,stage,dyad,player,expert_in,novice_in,round,object,position,kind,classif,accuracy,expert_dog,queried,answer_correct,answered,yes/no
solo,Game rounds,54038-54038,540382156604799,terrier,hound,14,B2.jpg,frame1,B,B,1,False,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,14,B1.jpg,frame2,B,B,1,False,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,14,D1.jpg,frame3,D,D,1,False,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,14,A7.jpg,frame4,A,A,1,True,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,14,D6.jpg,frame5,D,D,1,False,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,15,C10.jpg,frame1,C,C,1,True,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,15,B8.jpg,frame2,B,D,0,False,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,15,B12.jpg,frame3,B,B,1,False,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,15,D9.jpg,frame4,D,D,1,False,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,15,D1.jpg,frame5,D,D,1,False,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,16,C12.jpg,frame1,C,C,1,True,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,16,D3.jpg,frame2,D,B,0,False,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,16,D4.jpg,frame3,D,D,1,False,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,16,B12.jpg,frame4,B,B,1,False,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,16,C5.jpg,frame5,C,C,1,True,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,17,A6.jpg,frame1,A,C,0,True,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,17,C5.jpg,frame2,C,C,1,True,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,17,B8.jpg,frame3,B,D,0,False,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,17,B4.jpg,frame4,B,B,1,False,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,17,C4.jpg,frame5,C,C,1,True,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,18,C6.jpg,frame1,C,C,1,True,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,18,A2.jpg,frame2,A,A,1,True,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,18,C4.jpg,frame3,C,C,1,True,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,18,D9.jpg,frame4,D,D,1,False,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,18,D7.jpg,frame5,D,D,1,False,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,19,C2.jpg,frame1,C,C,1,True,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,19,D9.jpg,frame2,D,D,1,False,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,19,A7.jpg,frame3,A,A,1,True,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,19,C5.jpg,frame4,C,C,1,True,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,19,D2.jpg,frame5,D,B,0,False,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,20,B2.jpg,frame1,B,B,1,False,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,20,D5.jpg,frame2,D,D,1,False,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,20,B12.jpg,frame3,B,B,1,False,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,20,A11.jpg,frame4,A,A,1,True,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,20,B5.jpg,frame5,B,B,1,False,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,21,D9.jpg,frame1,D,D,1,False,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,21,B4.jpg,frame2,B,A,0,False,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,21,D6.jpg,frame3,D,B,0,False,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,21,D7.jpg,frame4,D,D,1,False,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,21,A12.jpg,frame5,A,A,1,True,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,22,B10.jpg,frame1,B,B,1,False,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,22,D9.jpg,frame2,D,D,1,False,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,22,D3.jpg,frame3,D,B,0,False,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,22,C11.jpg,frame4,C,C,1,True,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,22,B2.jpg,frame5,B,B,1,False,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,23,A5.jpg,frame1,A,A,1,True,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,23,B8.jpg,frame2,B,B,1,False,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,23,D5.jpg,frame3,D,D,1,False,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,23,B10.jpg,frame4,B,B,1,False,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,23,C4.jpg,frame5,C,C,1,True,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,24,B2.jpg,frame1,B,B,1,False,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,24,C8.jpg,frame2,C,C,1,True,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,24,D6.jpg,frame3,D,D,1,False,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,24,B9.jpg,frame4,B,B,1,False,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,24,D9.jpg,frame5,D,D,1,False,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,25,A10.jpg,frame1,A,A,1,True,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,25,A4.jpg,frame2,A,A,1,True,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,25,C5.jpg,frame3,C,C,1,True,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,25,B7.jpg,frame4,B,B,1,False,,,,
solo,Game rounds,54038-54038,540382156604799,terrier,hound,25,D5.jpg,frame5,D,D,1,False,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,1,D6.jpg,frame1,D,D,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,1,B3.jpg,frame2,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,1,B4.jpg,frame3,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,1,D1.jpg,frame4,D,B,0,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,1,D4.jpg,frame5,D,D,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,2,D1.jpg,frame1,D,D,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,2,D2.jpg,frame2,D,D,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,2,D11.jpg,frame3,D,D,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,2,B4.jpg,frame4,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,2,B8.jpg,frame5,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,3,D11.jpg,frame1,D,B,0,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,3,B5.jpg,frame2,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,3,B7.jpg,frame3,B,D,0,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,3,D6.jpg,frame4,D,D,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,3,B6.jpg,frame5,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,4,D11.jpg,frame1,D,D,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,4,D2.jpg,frame2,D,D,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,4,B12.jpg,frame3,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,4,B3.jpg,frame4,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,4,D10.jpg,frame5,D,D,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,5,D7.jpg,frame1,D,D,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,5,D11.jpg,frame2,D,D,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,5,B8.jpg,frame3,B,D,0,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,5,B3.jpg,frame4,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,5,B6.jpg,frame5,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,6,D11.jpg,frame1,D,D,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,6,D12.jpg,frame2,D,D,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,6,D10.jpg,frame3,D,D,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,6,B4.jpg,frame4,B,D,0,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,6,B8.jpg,frame5,B,D,0,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,7,D8.jpg,frame1,D,D,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,7,B3.jpg,frame2,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,7,B12.jpg,frame3,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,7,B2.jpg,frame4,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,7,D5.jpg,frame5,D,D,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,8,B1.jpg,frame1,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,8,D10.jpg,frame2,D,D,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,8,D2.jpg,frame3,D,D,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,8,B5.jpg,frame4,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,8,B8.jpg,frame5,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,9,D11.jpg,frame1,D,D,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,9,B3.jpg,frame2,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,9,B6.jpg,frame3,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,9,D7.jpg,frame4,D,D,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,9,B7.jpg,frame5,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,10,B11.jpg,frame1,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,10,B6.jpg,frame2,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,10,D4.jpg,frame3,D,D,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,10,B8.jpg,frame4,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,10,B10.jpg,frame5,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,11,B9.jpg,frame1,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,11,B7.jpg,frame2,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,11,B4.jpg,frame3,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,11,D11.jpg,frame4,D,D,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,11,B3.jpg,frame5,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,12,B4.jpg,frame1,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,12,B6.jpg,frame2,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,12,D1.jpg,frame3,D,D,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,12,B7.jpg,frame4,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,12,D10.jpg,frame5,D,D,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,13,D10.jpg,frame1,D,D,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,13,D7.jpg,frame2,D,D,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,13,D4.jpg,frame3,D,Nada,0,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,13,D5.jpg,frame4,D,D,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,13,D2.jpg,frame5,D,D,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,14,D1.jpg,frame1,D,B,0,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,14,B4.jpg,frame2,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,14,B5.jpg,frame3,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,14,D10.jpg,frame4,D,D,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,14,B7.jpg,frame5,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,15,D12.jpg,frame1,D,D,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,15,D8.jpg,frame2,D,D,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,15,D5.jpg,frame3,D,D,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,15,B5.jpg,frame4,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,15,D6.jpg,frame5,D,D,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,16,B11.jpg,frame1,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,16,B10.jpg,frame2,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,16,D4.jpg,frame3,D,D,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,16,B12.jpg,frame4,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,16,B3.jpg,frame5,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,17,D6.jpg,frame1,D,D,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,17,D1.jpg,frame2,D,B,0,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,17,B10.jpg,frame3,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,17,B11.jpg,frame4,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,17,B5.jpg,frame5,B,D,0,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,18,D9.jpg,frame1,D,D,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,18,B3.jpg,frame2,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,18,B6.jpg,frame3,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,18,B5.jpg,frame4,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,18,D2.jpg,frame5,D,B,0,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,19,B5.jpg,frame1,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,19,B6.jpg,frame2,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,19,B2.jpg,frame3,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,19,B3.jpg,frame4,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,19,D1.jpg,frame5,D,D,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,20,B1.jpg,frame1,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,20,B7.jpg,frame2,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,20,B12.jpg,frame3,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,20,D10.jpg,frame4,D,D,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,20,D7.jpg,frame5,D,D,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,21,D10.jpg,frame1,D,D,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,21,D7.jpg,frame2,D,D,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,21,B4.jpg,frame3,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,21,B5.jpg,frame4,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,21,B8.jpg,frame5,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,22,D2.jpg,frame1,D,D,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,22,D4.jpg,frame2,D,D,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,22,B9.jpg,frame3,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,22,D9.jpg,frame4,D,D,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,22,D6.jpg,frame5,D,D,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,23,D1.jpg,frame1,D,D,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,23,B3.jpg,frame2,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,23,B5.jpg,frame3,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,23,B8.jpg,frame4,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,23,D4.jpg,frame5,D,D,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,24,D2.jpg,frame1,D,D,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,24,B2.jpg,frame2,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,24,D1.jpg,frame3,D,B,0,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,24,D11.jpg,frame4,D,D,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,24,B3.jpg,frame5,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,25,D8.jpg,frame1,D,D,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,25,D11.jpg,frame2,D,D,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,25,B2.jpg,frame3,B,B,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,25,D5.jpg,frame4,D,D,1,True,,,,
solo,Training rounds,88077-88077,880772070057086,hound,terrier,25,B1.jpg,frame5,B,B,1,True,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,1,B3.jpg,frame1,B,B,1,True,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,1,D8.jpg,frame2,D,D,1,True,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,1,A12.jpg,frame3,A,A,1,False,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,1,D9.jpg,frame4,D,D,1,True,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,1,D5.jpg,frame5,D,D,1,True,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,2,D3.jpg,frame1,D,D,1,True,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,2,B6.jpg,frame2,B,B,1,True,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,2,D8.jpg,frame3,D,D,1,True,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,2,B11.jpg,frame4,B,B,1,True,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,2,C7.jpg,frame5,C,C,1,False,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,3,A8.jpg,frame1,A,C,0,False,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,3,D8.jpg,frame2,D,D,1,True,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,3,D9.jpg,frame3,D,D,1,True,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,3,A10.jpg,frame4,A,A,1,False,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,3,A9.jpg,frame5,A,A,1,False,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,4,A11.jpg,frame1,A,A,1,False,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,4,D1.jpg,frame2,D,D,1,True,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,4,C3.jpg,frame3,C,C,1,False,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,4,C5.jpg,frame4,C,C,1,False,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,4,C2.jpg,frame5,C,C,1,False,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,5,C2.jpg,frame1,C,C,1,False,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,5,A6.jpg,frame2,A,A,1,False,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,5,D6.jpg,frame3,D,D,1,True,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,5,B8.jpg,frame4,B,B,1,True,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,5,D5.jpg,frame5,D,D,1,True,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,6,D2.jpg,frame1,D,D,1,True,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,6,C10.jpg,frame2,C,C,1,False,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,6,C3.jpg,frame3,C,C,1,False,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,6,A10.jpg,frame4,A,A,1,False,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,6,B7.jpg,frame5,B,B,1,True,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,7,C9.jpg,frame1,C,C,1,False,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,7,D5.jpg,frame2,D,D,1,True,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,7,C4.jpg,frame3,C,C,1,False,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,7,B10.jpg,frame4,B,B,1,True,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,7,D10.jpg,frame5,D,D,1,True,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,8,A9.jpg,frame1,A,A,1,False,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,8,D9.jpg,frame2,D,D,1,True,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,8,B8.jpg,frame3,B,B,1,True,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,8,B9.jpg,frame4,B,B,1,True,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,8,B12.jpg,frame5,B,B,1,True,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,9,B7.jpg,frame1,B,B,1,True,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,9,C8.jpg,frame2,C,C,1,False,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,9,D2.jpg,frame3,D,D,1,True,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,9,A4.jpg,frame4,A,C,0,False,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,9,B4.jpg,frame5,B,B,1,True,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,10,D9.jpg,frame1,D,D,1,True,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,10,B9.jpg,frame2,B,B,1,True,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,10,D7.jpg,frame3,D,D,1,True,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,10,D6.jpg,frame4,D,D,1,True,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,10,B6.jpg,frame5,B,B,1,True,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,11,C9.jpg,frame1,C,C,1,False,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,11,B12.jpg,frame2,B,B,1,True,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,11,B7.jpg,frame3,B,B,1,True,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,11,A9.jpg,frame4,A,A,1,False,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,11,A8.jpg,frame5,A,A,1,False,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,12,B11.jpg,frame1,B,B,1,True,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,12,A6.jpg,frame2,A,A,1,False,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,12,A7.jpg,frame3,A,A,1,False,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,12,B8.jpg,frame4,B,B,1,True,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,12,A3.jpg,frame5,A,A,1,False,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,13,A4.jpg,frame1,A,A,1,False,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,13,B6.jpg,frame2,B,B,1,True,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,13,D9.jpg,frame3,D,D,1,True,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,13,A1.jpg,frame4,A,A,1,False,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,13,B3.jpg,frame5,B,B,1,True,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,14,A3.jpg,frame1,A,A,1,False,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,14,C5.jpg,frame2,C,C,1,False,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,14,B5.jpg,frame3,B,B,1,True,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,14,B7.jpg,frame4,B,B,1,True,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,14,A8.jpg,frame5,A,A,1,False,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,15,B9.jpg,frame1,B,B,1,True,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,15,D6.jpg,frame2,D,D,1,True,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,15,C8.jpg,frame3,C,A,0,False,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,15,A2.jpg,frame4,A,C,0,False,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,15,A5.jpg,frame5,A,A,1,False,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,16,D6.jpg,frame1,D,D,1,True,,,,
solo,Game rounds,88077-88077,880772070057086,hound,terrier,16,C3.jpg,frame2,C,C,1,False,,,,
