Dyad,Player,Raza,Stage,Round,Object,Label,Kind,Correct
22670-22670,22670179051182,hound,5,16,D12.jpg,D,D,1
22670-22670,22670179051182,hound,5,16,B12.jpg,B,B,1
22670-22670,22670179051182,hound,5,16,B9.jpg,B,B,1
22670-22670,22670179051182,hound,5,16,D6.jpg,D,D,1
22670-22670,22670179051182,hound,5,16,B2.jpg,B,B,1
22670-22670,22670179051182,hound,5,17,D9.jpg,D,D,1
22670-22670,22670179051182,hound,5,17,B1.jpg,B,B,1
22670-22670,22670179051182,hound,5,17,D10.jpg,D,D,1
22670-22670,22670179051182,hound,5,17,D6.jpg,D,D,1
22670-22670,22670179051182,hound,5,17,D4.jpg,D,D,1
22670-22670,22670179051182,hound,5,18,D11.jpg,D,D,1
22670-22670,22670179051182,hound,5,18,B4.jpg,B,B,1
22670-22670,22670179051182,hound,5,18,D6.jpg,D,D,1
22670-22670,22670179051182,hound,5,18,B11.jpg,B,B,1
22670-22670,22670179051182,hound,5,18,B9.jpg,B,B,1
22670-22670,22670179051182,hound,5,19,B5.jpg,B,B,1
22670-22670,22670179051182,hound,5,19,B7.jpg,B,B,1
22670-22670,22670179051182,hound,5,19,B8.jpg,D,B,0
22670-22670,22670179051182,hound,5,19,B9.jpg,B,B,1
22670-22670,22670179051182,hound,5,19,B3.jpg,B,B,1
22670-22670,22670179051182,hound,5,20,B1.jpg,B,B,1
22670-22670,22670179051182,hound,5,20,B3.jpg,B,B,1
22670-22670,22670179051182,hound,5,20,B4.jpg,B,B,1
22670-22670,22670179051182,hound,5,20,D4.jpg,D,D,1
22670-22670,22670179051182,hound,5,20,D2.jpg,D,D,1
22670-22670,22670179051182,hound,5,21,D1.jpg,D,D,1
22670-22670,22670179051182,hound,5,21,B6.jpg,B,B,1
22670-22670,22670179051182,hound,5,21,D10.jpg,D,D,1
22670-22670,22670179051182,hound,5,21,D7.jpg,D,D,1
22670-22670,22670179051182,hound,5,21,D3.jpg,D,D,1
22670-22670,22670179051182,hound,5,22,B10.jpg,B,B,1
22670-22670,22670179051182,hound,5,22,B11.jpg,B,B,1
22670-22670,22670179051182,hound,5,22,B3.jpg,B,B,1
22670-22670,22670179051182,hound,5,22,D12.jpg,D,D,1
22670-22670,22670179051182,hound,5,22,B9.jpg,B,B,1
22670-22670,22670179051182,hound,5,23,D12.jpg,D,D,1
22670-22670,22670179051182,hound,5,23,B8.jpg,B,B,1
22670-22670,22670179051182,hound,5,23,D10.jpg,D,D,1
22670-22670,22670179051182,hound,5,23,D4.jpg,D,D,1
22670-22670,22670179051182,hound,5,23,B2.jpg,B,B,1
22670-22670,22670179051182,hound,5,24,D6.jpg,D,D,1
22670-22670,22670179051182,hound,5,24,B5.jpg,B,B,1
22670-22670,22670179051182,hound,5,24,D8.jpg,D,D,1
22670-22670,22670179051182,hound,5,24,B6.jpg,B,B,1
22670-22670,22670179051182,hound,5,24,B10.jpg,B,B,1
22670-22670,22670179051182,hound,5,25,D10.jpg,D,D,1
22670-22670,22670179051182,hound,5,25,B6.jpg,B,B,1
22670-22670,22670179051182,hound,5,25,B5.jpg,B,B,1
22670-22670,22670179051182,hound,5,25,D6.jpg,D,D,1
22670-22670,22670179051182,hound,5,25,B11.jpg,B,B,1
22670-22670,22670179051182,hound,6,1,B10.jpg,B,B,1
22670-22670,22670179051182,hound,6,1,D6.jpg,D,D,1
22670-22670,22670179051182,hound,6,1,C4.jpg,A,C,0
22670-22670,22670179051182,hound,6,1,C5.jpg,C,C,1
22670-22670,22670179051182,hound,6,1,B11.jpg,D,B,0
22670-22670,22670179051182,hound,6,2,B5.jpg,D,B,0
22670-22670,22670179051182,hound,6,2,C8.jpg,A,C,0
22670-22670,22670179051182,hound,6,2,A3.jpg,C,A,0
22670-22670,22670179051182,hound,6,2,B7.jpg,B,B,1
22670-22670,22670179051182,hound,6,2,A9.jpg,C,A,0
22670-22670,22670179051182,hound,6,3,D4.jpg,D,D,1
22670-22670,22670179051182,hound,6,3,D6.jpg,D,D,1
22670-22670,22670179051182,hound,6,3,D11.jpg,D,D,1
22670-22670,22670179051182,hound,6,3,B11.jpg,B,B,1
22670-22670,22670179051182,hound,6,3,A4.jpg,C,A,0
22670-22670,22670179051182,hound,6,4,A10.jpg,A,A,1
22670-22670,22670179051182,hound,6,4,D5.jpg,D,D,1
22670-22670,22670179051182,hound,6,4,C6.jpg,C,C,1
22670-22670,22670179051182,hound,6,4,D11.jpg,D,D,1
22670-22670,22670179051182,hound,6,4,C9.jpg,A,C,0
22670-22670,22670179051182,hound,6,5,A12.jpg,A,A,1
22670-22670,22670179051182,hound,6,5,A4.jpg,C,A,0
22670-22670,22670179051182,hound,6,5,B7.jpg,B,B,1
22670-22670,22670179051182,hound,6,5,D6.jpg,D,D,1
22670-22670,22670179051182,hound,6,5,D11.jpg,D,D,1
22670-22670,22670179051182,hound,6,6,A6.jpg,A,A,1
22670-22670,22670179051182,hound,6,6,D5.jpg,D,D,1
22670-22670,22670179051182,hound,6,6,A8.jpg,C,A,0
22670-22670,22670179051182,hound,6,6,A5.jpg,A,A,1
22670-22670,22670179051182,hound,6,6,A10.jpg,A,A,1
22670-22670,22670179051182,hound,6,7,B10.jpg,B,B,1
22670-22670,22670179051182,hound,6,7,D9.jpg,D,D,1
22670-22670,22670179051182,hound,6,7,C2.jpg,A,C,0
22670-22670,22670179051182,hound,6,7,B7.jpg,B,B,1
22670-22670,22670179051182,hound,6,7,C6.jpg,A,C,0
22670-22670,22670179051182,hound,6,8,A4.jpg,A,A,1
22670-22670,22670179051182,hound,6,8,A10.jpg,A,A,1
22670-22670,22670179051182,hound,6,8,B11.jpg,B,B,1
22670-22670,22670179051182,hound,6,8,C7.jpg,C,C,1
22670-22670,22670179051182,hound,6,8,D6.jpg,D,D,1
22670-22670,22670179051182,hound,6,9,A2.jpg,A,A,1
22670-22670,22670179051182,hound,6,9,D12.jpg,D,D,1
22670-22670,22670179051182,hound,6,9,C2.jpg,C,C,1
22670-22670,22670179051182,hound,6,9,D7.jpg,D,D,1
22670-22670,22670179051182,hound,6,9,B7.jpg,B,B,1
22670-22670,22670179051182,hound,6,10,D3.jpg,D,D,1
22670-22670,22670179051182,hound,6,10,B6.jpg,B,B,1
22670-22670,22670179051182,hound,6,10,B8.jpg,B,B,1
22670-22670,22670179051182,hound,6,10,B4.jpg,B,B,1
22670-22670,22670179051182,hound,6,10,B12.jpg,B,B,1
22670-22670,22670179051182,hound,6,11,C5.jpg,C,C,1
22670-22670,22670179051182,hound,6,11,A9.jpg,C,A,0
22670-22670,22670179051182,hound,6,11,D2.jpg,D,D,1
22670-22670,22670179051182,hound,6,11,A8.jpg,A,A,1
22670-22670,22670179051182,hound,6,11,B3.jpg,B,B,1
22670-22670,22670179051182,hound,6,12,B10.jpg,B,B,1
22670-22670,22670179051182,hound,6,12,A7.jpg,A,A,1
22670-22670,22670179051182,hound,6,12,C9.jpg,C,C,1
22670-22670,22670179051182,hound,6,12,B11.jpg,B,B,1
22670-22670,22670179051182,hound,6,12,B3.jpg,B,B,1
22670-22670,22670179051182,hound,6,13,B3.jpg,B,B,1
22670-22670,22670179051182,hound,6,13,D11.jpg,D,D,1
22670-22670,22670179051182,hound,6,13,A3.jpg,A,A,1
22670-22670,22670179051182,hound,6,13,D8.jpg,D,D,1
22670-22670,22670179051182,hound,6,13,B9.jpg,B,B,1
22670-22670,22670179051182,hound,6,14,B7.jpg,B,B,1
22670-22670,22670179051182,hound,6,14,B6.jpg,B,B,1
22670-22670,22670179051182,hound,6,14,B5.jpg,B,B,1
22670-22670,22670179051182,hound,6,14,A11.jpg,A,A,1
22670-22670,22670179051182,hound,6,14,B4.jpg,B,B,1
22670-22670,22670179051182,hound,6,15,D8.jpg,D,D,1
22670-22670,22670179051182,hound,6,15,A3.jpg,A,A,1
22670-22670,22670179051182,hound,6,15,D4.jpg,D,D,1
22670-22670,22670179051182,hound,6,15,C2.jpg,C,C,1
22670-22670,22670179051182,hound,6,15,D11.jpg,D,D,1
22670-22670,22670179051182,hound,6,16,A1.jpg,A,A,1
22670-22670,22670179051182,hound,6,16,B6.jpg,B,B,1
22670-22670,22670179051182,hound,6,16,D6.jpg,D,D,1
22670-22670,22670179051182,hound,6,16,A6.jpg,A,A,1
22670-22670,22670179051182,hound,6,16,C5.jpg,C,C,1
22670-22670,22670179051182,hound,6,17,C12.jpg,C,C,1
22670-22670,22670179051182,hound,6,17,C6.jpg,C,C,1
22670-22670,22670179051182,hound,6,17,C9.jpg,C,C,1
22670-22670,22670179051182,hound,6,17,D6.jpg,D,D,1
22670-22670,22670179051182,hound,6,17,D2.jpg,D,D,1
22670-22670,22670179051182,hound,6,18,C12.jpg,C,C,1
22670-22670,22670179051182,hound,6,18,C2.jpg,C,C,1
22670-22670,22670179051182,hound,6,18,A7.jpg,A,A,1
22670-22670,22670179051182,hound,6,18,D4.jpg,D,D,1
22670-22670,22670179051182,hound,6,18,B4.jpg,B,B,1
22670-22670,22670179051182,hound,6,19,B7.jpg,B,B,1
22670-22670,22670179051182,hound,6,19,A10.jpg,A,A,1
22670-22670,22670179051182,hound,6,19,A11.jpg,A,A,1
22670-22670,22670179051182,hound,6,19,B6.jpg,B,B,1
22670-22670,22670179051182,hound,6,19,C1.jpg,A,C,0
22670-22670,22670179051182,hound,6,20,A2.jpg,A,A,1
22670-22670,22670179051182,hound,6,20,D9.jpg,D,D,1
22670-22670,22670179051182,hound,6,20,B8.jpg,B,B,1
22670-22670,22670179051182,hound,6,20,B7.jpg,B,B,1
22670-22670,22670179051182,hound,6,20,B10.jpg,B,B,1
22670-22670,22670179051182,hound,6,21,D8.jpg,D,D,1
22670-22670,22670179051182,hound,6,21,A12.jpg,C,A,0
22670-22670,22670179051182,hound,6,21,B8.jpg,B,B,1
22670-22670,22670179051182,hound,6,21,A5.jpg,A,A,1
22670-22670,22670179051182,hound,6,21,B3.jpg,B,B,1
22670-22670,22670179051182,hound,6,22,A12.jpg,A,A,1
22670-22670,22670179051182,hound,6,22,D9.jpg,D,D,1
22670-22670,22670179051182,hound,6,22,B8.jpg,B,B,1
22670-22670,22670179051182,hound,6,22,C6.jpg,C,C,1
22670-22670,22670179051182,hound,6,22,D10.jpg,D,D,1
22670-22670,22670179051182,hound,6,23,C2.jpg,C,C,1
22670-22670,22670179051182,hound,6,23,B7.jpg,B,B,1
22670-22670,22670179051182,hound,6,23,D5.jpg,D,D,1
22670-22670,22670179051182,hound,6,23,A9.jpg,A,A,1
22670-22670,22670179051182,hound,6,23,D8.jpg,D,D,1
22670-22670,22670179051182,hound,6,24,B7.jpg,B,B,1
22670-22670,22670179051182,hound,6,24,B3.jpg,B,B,1
22670-22670,22670179051182,hound,6,24,A4.jpg,A,A,1
22670-22670,22670179051182,hound,6,24,A10.jpg,A,A,1
22670-22670,22670179051182,hound,6,24,C12.jpg,C,C,1
22670-22670,22670179051182,hound,6,25,C7.jpg,C,C,1
22670-22670,22670179051182,hound,6,25,D10.jpg,D,D,1
22670-22670,22670179051182,hound,6,25,C3.jpg,C,C,1
22670-22670,22670179051182,hound,6,25,D6.jpg,D,D,1
22670-22670,22670179051182,hound,6,25,B7.jpg,B,B,1
33481-33481,334812688815254,terrier,5,1,A2.jpg,A,A,1
33481-33481,334812688815254,terrier,5,1,C11.jpg,C,C,1
33481-33481,334812688815254,terrier,5,1,A11.jpg,C,A,0
33481-33481,334812688815254,terrier,5,1,A8.jpg,C,A,0
33481-33481,334812688815254,terrier,5,1,A3.jpg,A,A,1
33481-33481,334812688815254,terrier,5,2,C11.jpg,C,C,1
33481-33481,334812688815254,terrier,5,2,A3.jpg,A,A,1
33481-33481,334812688815254,terrier,5,2,A1.jpg,A,A,1
33481-33481,334812688815254,terrier,5,2,A2.jpg,A,A,1
33481-33481,334812688815254,terrier,5,2,C7.jpg,C,C,1
33481-33481,334812688815254,terrier,5,3,C8.jpg,A,C,0
33481-33481,334812688815254,terrier,5,3,C11.jpg,C,C,1
33481-33481,334812688815254,terrier,5,3,C9.jpg,C,C,1
33481-33481,334812688815254,terrier,5,3,C10.jpg,A,C,0
33481-33481,334812688815254,terrier,5,3,C6.jpg,C,C,1
33481-33481,334812688815254,terrier,5,4,C5.jpg,C,C,1
33481-33481,334812688815254,terrier,5,4,C4.jpg,C,C,1
33481-33481,334812688815254,terrier,5,4,C3.jpg,C,C,1
33481-33481,334812688815254,terrier,5,4,A3.jpg,A,A,1
33481-33481,334812688815254,terrier,5,4,C11.jpg,C,C,1
33481-33481,334812688815254,terrier,5,5,A4.jpg,A,A,1
33481-33481,334812688815254,terrier,5,5,C10.jpg,C,C,1
33481-33481,334812688815254,terrier,5,5,A9.jpg,A,A,1
33481-33481,334812688815254,terrier,5,5,C9.jpg,C,C,1
33481-33481,334812688815254,terrier,5,5,C4.jpg,C,C,1
33481-33481,334812688815254,terrier,5,6,A11.jpg,A,A,1
33481-33481,334812688815254,terrier,5,6,C1.jpg,A,C,0
33481-33481,334812688815254,terrier,5,6,C7.jpg,C,C,1
33481-33481,334812688815254,terrier,5,6,A4.jpg,A,A,1
33481-33481,334812688815254,terrier,5,6,A12.jpg,A,A,1
33481-33481,334812688815254,terrier,5,7,A4.jpg,A,A,1
33481-33481,334812688815254,terrier,5,7,C11.jpg,C,C,1
33481-33481,334812688815254,terrier,5,7,A6.jpg,C,A,0
33481-33481,334812688815254,terrier,5,7,A5.jpg,C,A,0
33481-33481,334812688815254,terrier,5,7,A7.jpg,A,A,1
33481-33481,334812688815254,terrier,5,8,C8.jpg,C,C,1
33481-33481,334812688815254,terrier,5,8,A5.jpg,A,A,1
33481-33481,334812688815254,terrier,5,8,C10.jpg,C,C,1
33481-33481,334812688815254,terrier,5,8,C6.jpg,C,C,1
33481-33481,334812688815254,terrier,5,8,C9.jpg,C,C,1
33481-33481,334812688815254,terrier,5,9,C6.jpg,C,C,1
33481-33481,334812688815254,terrier,5,9,C1.jpg,C,C,1
33481-33481,334812688815254,terrier,5,9,A4.jpg,A,A,1
33481-33481,334812688815254,terrier,5,9,A6.jpg,A,A,1
33481-33481,334812688815254,terrier,5,9,C3.jpg,C,C,1
33481-33481,334812688815254,terrier,5,10,A6.jpg,A,A,1
33481-33481,334812688815254,terrier,5,10,A8.jpg,A,A,1
33481-33481,334812688815254,terrier,5,10,C2.jpg,C,C,1
33481-33481,334812688815254,terrier,5,10,A5.jpg,A,A,1
33481-33481,334812688815254,terrier,5,10,C9.jpg,C,C,1
33481-33481,334812688815254,terrier,5,11,A4.jpg,A,A,1
33481-33481,334812688815254,terrier,5,11,A10.jpg,A,A,1
33481-33481,334812688815254,terrier,5,11,A2.jpg,A,A,1
33481-33481,334812688815254,terrier,5,11,C5.jpg,C,C,1
33481-33481,334812688815254,terrier,5,11,C10.jpg,C,C,1
33481-33481,334812688815254,terrier,5,12,C11.jpg,C,C,1
33481-33481,334812688815254,terrier,5,12,A3.jpg,A,A,1
33481-33481,334812688815254,terrier,5,12,C9.jpg,C,C,1
33481-33481,334812688815254,terrier,5,12,A4.jpg,A,A,1
33481-33481,334812688815254,terrier,5,12,A8.jpg,A,A,1
33481-33481,334812688815254,terrier,5,13,A4.jpg,A,A,1
33481-33481,334812688815254,terrier,5,13,A5.jpg,A,A,1
33481-33481,334812688815254,terrier,5,13,A6.jpg,A,A,1
33481-33481,334812688815254,terrier,5,13,C6.jpg,C,C,1
33481-33481,334812688815254,terrier,5,13,A8.jpg,A,A,1
33481-33481,334812688815254,terrier,5,14,A12.jpg,A,A,1
33481-33481,334812688815254,terrier,5,14,C6.jpg,C,C,1
33481-33481,334812688815254,terrier,5,14,A8.jpg,A,A,1
33481-33481,334812688815254,terrier,5,14,A5.jpg,A,A,1
33481-33481,334812688815254,terrier,5,14,A7.jpg,A,A,1
33481-33481,334812688815254,terrier,5,15,C1.jpg,C,C,1
33481-33481,334812688815254,terrier,5,15,C8.jpg,C,C,1
33481-33481,334812688815254,terrier,5,15,C9.jpg,C,C,1
33481-33481,334812688815254,terrier,5,15,A11.jpg,A,A,1
33481-33481,334812688815254,terrier,5,15,A5.jpg,A,A,1
33481-33481,334812688815254,terrier,5,16,A9.jpg,A,A,1
33481-33481,334812688815254,terrier,5,16,A4.jpg,A,A,1
33481-33481,334812688815254,terrier,5,16,A3.jpg,A,A,1
33481-33481,334812688815254,terrier,5,16,A10.jpg,A,A,1
33481-33481,334812688815254,terrier,5,16,A1.jpg,A,A,1
33481-33481,334812688815254,terrier,5,17,A4.jpg,A,A,1
33481-33481,334812688815254,terrier,5,17,A12.jpg,A,A,1
33481-33481,334812688815254,terrier,5,17,C6.jpg,C,C,1
33481-33481,334812688815254,terrier,5,17,C8.jpg,C,C,1
33481-33481,334812688815254,terrier,5,17,A9.jpg,A,A,1
33481-33481,334812688815254,terrier,5,18,C6.jpg,C,C,1
33481-33481,334812688815254,terrier,5,18,C10.jpg,C,C,1
33481-33481,334812688815254,terrier,5,18,A11.jpg,A,A,1
33481-33481,334812688815254,terrier,5,18,A1.jpg,A,A,1
33481-33481,334812688815254,terrier,5,18,C5.jpg,C,C,1
33481-33481,334812688815254,terrier,5,19,C10.jpg,C,C,1
33481-33481,334812688815254,terrier,5,19,C12.jpg,C,C,1
33481-33481,334812688815254,terrier,5,19,C8.jpg,C,C,1
33481-33481,334812688815254,terrier,5,19,A11.jpg,A,A,1
33481-33481,334812688815254,terrier,5,19,C11.jpg,C,C,1
33481-33481,334812688815254,terrier,5,20,C8.jpg,C,C,1
33481-33481,334812688815254,terrier,5,20,C11.jpg,C,C,1
33481-33481,334812688815254,terrier,5,20,C2.jpg,C,C,1
33481-33481,334812688815254,terrier,5,20,A4.jpg,A,A,1
33481-33481,334812688815254,terrier,5,20,A12.jpg,A,A,1
33481-33481,334812688815254,terrier,5,21,C11.jpg,C,C,1
33481-33481,334812688815254,terrier,5,21,C10.jpg,C,C,1
33481-33481,334812688815254,terrier,5,21,A5.jpg,A,A,1
33481-33481,334812688815254,terrier,5,21,C1.jpg,C,C,1
33481-33481,334812688815254,terrier,5,21,A2.jpg,A,A,1
33481-33481,334812688815254,terrier,5,22,C2.jpg,C,C,1
33481-33481,334812688815254,terrier,5,22,C3.jpg,C,C,1
33481-33481,334812688815254,terrier,5,22,A9.jpg,A,A,1
33481-33481,334812688815254,terrier,5,22,C9.jpg,C,C,1
33481-33481,334812688815254,terrier,5,22,A8.jpg,A,A,1
33481-33481,334812688815254,terrier,5,23,A4.jpg,A,A,1
33481-33481,334812688815254,terrier,5,23,A12.jpg,A,A,1
33481-33481,334812688815254,terrier,5,23,A7.jpg,A,A,1
33481-33481,334812688815254,terrier,5,23,C11.jpg,C,C,1
33481-33481,334812688815254,terrier,5,23,A11.jpg,A,A,1
33481-33481,334812688815254,terrier,5,24,C7.jpg,C,C,1
33481-33481,334812688815254,terrier,5,24,C8.jpg,C,C,1
33481-33481,334812688815254,terrier,5,24,A8.jpg,A,A,1
33481-33481,334812688815254,terrier,5,24,C1.jpg,C,C,1
33481-33481,334812688815254,terrier,5,24,A3.jpg,A,A,1
33481-33481,334812688815254,terrier,5,25,A4.jpg,A,A,1
33481-33481,334812688815254,terrier,5,25,C12.jpg,C,C,1
33481-33481,334812688815254,terrier,5,25,A3.jpg,A,A,1
33481-33481,334812688815254,terrier,5,25,C3.jpg,C,C,1
33481-33481,334812688815254,terrier,5,25,C5.jpg,C,C,1
33481-33481,334812688815254,terrier,6,1,C11.jpg,C,C,1
33481-33481,334812688815254,terrier,6,1,A11.jpg,A,A,1
33481-33481,334812688815254,terrier,6,1,D9.jpg,B,D,0
33481-33481,334812688815254,terrier,6,1,B7.jpg,D,B,0
33481-33481,334812688815254,terrier,6,1,C3.jpg,C,C,1
33481-33481,334812688815254,terrier,6,2,A10.jpg,A,A,1
33481-33481,334812688815254,terrier,6,2,D3.jpg,D,D,1
33481-33481,334812688815254,terrier,6,2,A7.jpg,A,A,1
33481-33481,334812688815254,terrier,6,2,C7.jpg,C,C,1
33481-33481,334812688815254,terrier,6,2,D4.jpg,B,D,0
33481-33481,334812688815254,terrier,6,3,C8.jpg,C,C,1
33481-33481,334812688815254,terrier,6,3,D1.jpg,D,D,1
33481-33481,334812688815254,terrier,6,3,A8.jpg,A,A,1
33481-33481,334812688815254,terrier,6,3,C11.jpg,C,C,1
33481-33481,334812688815254,terrier,6,3,D5.jpg,D,D,1
33481-33481,334812688815254,terrier,6,4,B2.jpg,B,B,1
33481-33481,334812688815254,terrier,6,4,B1.jpg,B,B,1
33481-33481,334812688815254,terrier,6,4,D6.jpg,D,D,1
33481-33481,334812688815254,terrier,6,4,B7.jpg,B,B,1
33481-33481,334812688815254,terrier,6,4,C4.jpg,C,C,1
33481-33481,334812688815254,terrier,6,5,C4.jpg,C,C,1
33481-33481,334812688815254,terrier,6,5,B11.jpg,B,B,1
33481-33481,334812688815254,terrier,6,5,C9.jpg,C,C,1
33481-33481,334812688815254,terrier,6,5,D7.jpg,D,D,1
33481-33481,334812688815254,terrier,6,5,A5.jpg,A,A,1
33481-33481,334812688815254,terrier,6,6,D5.jpg,D,D,1
33481-33481,334812688815254,terrier,6,6,A4.jpg,A,A,1
33481-33481,334812688815254,terrier,6,6,B11.jpg,B,B,1
33481-33481,334812688815254,terrier,6,6,D9.jpg,D,D,1
33481-33481,334812688815254,terrier,6,6,B1.jpg,B,B,1
33481-33481,334812688815254,terrier,6,7,A6.jpg,A,A,1
33481-33481,334812688815254,terrier,6,7,A2.jpg,A,A,1
33481-33481,334812688815254,terrier,6,7,D9.jpg,D,D,1
33481-33481,334812688815254,terrier,6,7,C9.jpg,C,C,1
33481-33481,334812688815254,terrier,6,7,D10.jpg,D,D,1
33481-33481,334812688815254,terrier,6,8,C7.jpg,C,C,1
33481-33481,334812688815254,terrier,6,8,A6.jpg,A,A,1
33481-33481,334812688815254,terrier,6,8,B10.jpg,B,B,1
33481-33481,334812688815254,terrier,6,8,C11.jpg,C,C,1
33481-33481,334812688815254,terrier,6,8,A7.jpg,A,A,1
33481-33481,334812688815254,terrier,6,9,B9.jpg,B,B,1
33481-33481,334812688815254,terrier,6,9,C7.jpg,C,C,1
33481-33481,334812688815254,terrier,6,9,C5.jpg,C,C,1
33481-33481,334812688815254,terrier,6,9,C8.jpg,C,C,1
33481-33481,334812688815254,terrier,6,9,D4.jpg,D,D,1
33481-33481,334812688815254,terrier,6,10,D4.jpg,D,D,1
33481-33481,334812688815254,terrier,6,10,D6.jpg,D,D,1
33481-33481,334812688815254,terrier,6,10,B8.jpg,B,B,1
33481-33481,334812688815254,terrier,6,10,D1.jpg,D,D,1
33481-33481,334812688815254,terrier,6,10,B4.jpg,B,B,1
33481-33481,334812688815254,terrier,6,11,D9.jpg,D,D,1
33481-33481,334812688815254,terrier,6,11,D7.jpg,D,D,1
33481-33481,334812688815254,terrier,6,11,C8.jpg,C,C,1
33481-33481,334812688815254,terrier,6,11,B3.jpg,B,B,1
33481-33481,334812688815254,terrier,6,11,C5.jpg,C,C,1
33481-33481,334812688815254,terrier,6,12,C6.jpg,C,C,1
33481-33481,334812688815254,terrier,6,12,D7.jpg,D,D,1
33481-33481,334812688815254,terrier,6,12,B8.jpg,B,B,1
33481-33481,334812688815254,terrier,6,12,C5.jpg,C,C,1
33481-33481,334812688815254,terrier,6,12,A6.jpg,A,A,1
33481-33481,334812688815254,terrier,6,13,B3.jpg,B,B,1
33481-33481,334812688815254,terrier,6,13,C6.jpg,C,C,1
33481-33481,334812688815254,terrier,6,13,C9.jpg,C,C,1
33481-33481,334812688815254,terrier,6,13,D1.jpg,D,D,1
33481-33481,334812688815254,terrier,6,13,D10.jpg,D,D,1
33481-33481,334812688815254,terrier,6,14,D1.jpg,D,D,1
33481-33481,334812688815254,terrier,6,14,C2.jpg,C,C,1
33481-33481,334812688815254,terrier,6,14,B12.jpg,B,B,1
33481-33481,334812688815254,terrier,6,14,B9.jpg,B,B,1
33481-33481,334812688815254,terrier,6,14,A3.jpg,A,A,1
33481-33481,334812688815254,terrier,6,15,D1.jpg,D,D,1
33481-33481,334812688815254,terrier,6,15,C7.jpg,C,C,1
33481-33481,334812688815254,terrier,6,15,D8.jpg,D,D,1
33481-33481,334812688815254,terrier,6,15,D2.jpg,B,D,0
33481-33481,334812688815254,terrier,6,15,B9.jpg,B,B,1
33481-33481,334812688815254,terrier,6,16,D6.jpg,D,D,1
33481-33481,334812688815254,terrier,6,16,C9.jpg,C,C,1
33481-33481,334812688815254,terrier,6,16,D2.jpg,D,D,1
33481-33481,334812688815254,terrier,6,16,B11.jpg,B,B,1
33481-33481,334812688815254,terrier,6,16,B7.jpg,B,B,1
33481-33481,334812688815254,terrier,6,17,A8.jpg,A,A,1
33481-33481,334812688815254,terrier,6,17,B6.jpg,B,B,1
33481-33481,334812688815254,terrier,6,17,A3.jpg,A,A,1
33481-33481,334812688815254,terrier,6,17,D10.jpg,D,D,1
33481-33481,334812688815254,terrier,6,17,C2.jpg,C,C,1
33481-33481,334812688815254,terrier,6,18,B5.jpg,B,B,1
33481-33481,334812688815254,terrier,6,18,C1.jpg,C,C,1
33481-33481,334812688815254,terrier,6,18,B8.jpg,B,B,1
33481-33481,334812688815254,terrier,6,18,C3.jpg,C,C,1
33481-33481,334812688815254,terrier,6,18,D4.jpg,D,D,1
33481-33481,334812688815254,terrier,6,19,D9.jpg,D,D,1
33481-33481,334812688815254,terrier,6,19,C11.jpg,C,C,1
33481-33481,334812688815254,terrier,6,19,C5.jpg,C,C,1
33481-33481,334812688815254,terrier,6,19,A7.jpg,A,A,1
33481-33481,334812688815254,terrier,6,19,A12.jpg,A,A,1
33481-33481,334812688815254,terrier,6,20,B11.jpg,B,B,1
33481-33481,334812688815254,terrier,6,20,B4.jpg,B,B,1
33481-33481,334812688815254,terrier,6,20,C8.jpg,C,C,1
33481-33481,334812688815254,terrier,6,20,A7.jpg,A,A,1
33481-33481,334812688815254,terrier,6,20,D9.jpg,D,D,1
33481-33481,334812688815254,terrier,6,21,B10.jpg,B,B,1
33481-33481,334812688815254,terrier,6,21,C12.jpg,C,C,1
33481-33481,334812688815254,terrier,6,21,C10.jpg,C,C,1
33481-33481,334812688815254,terrier,6,21,A8.jpg,A,A,1
33481-33481,334812688815254,terrier,6,21,D10.jpg,D,D,1
33481-33481,334812688815254,terrier,6,22,D5.jpg,D,D,1
33481-33481,334812688815254,terrier,6,22,A2.jpg,A,A,1
33481-33481,334812688815254,terrier,6,22,A5.jpg,A,A,1
33481-33481,334812688815254,terrier,6,22,C1.jpg,C,C,1
33481-33481,334812688815254,terrier,6,22,D1.jpg,D,D,1
33481-33481,334812688815254,terrier,6,23,C10.jpg,C,C,1
33481-33481,334812688815254,terrier,6,23,A7.jpg,A,A,1
33481-33481,334812688815254,terrier,6,23,C9.jpg,C,C,1
33481-33481,334812688815254,terrier,6,23,D11.jpg,D,D,1
33481-33481,334812688815254,terrier,6,23,D6.jpg,D,D,1
33481-33481,334812688815254,terrier,6,24,B9.jpg,B,B,1
33481-33481,334812688815254,terrier,6,24,A6.jpg,A,A,1
33481-33481,334812688815254,terrier,6,24,A7.jpg,A,A,1
33481-33481,334812688815254,terrier,6,24,D5.jpg,D,D,1
33481-33481,334812688815254,terrier,6,24,B2.jpg,B,B,1
33481-33481,334812688815254,terrier,6,25,A2.jpg,A,A,1
33481-33481,334812688815254,terrier,6,25,A7.jpg,A,A,1
33481-33481,334812688815254,terrier,6,25,A9.jpg,A,A,1
33481-33481,334812688815254,terrier,6,25,D10.jpg,D,D,1
33481-33481,334812688815254,terrier,6,25,A10.jpg,A,A,1
25511-25511,255110968491286,hound,5,1,D2.jpg,D,D,1
25511-25511,255110968491286,hound,5,1,B9.jpg,D,B,0
25511-25511,255110968491286,hound,5,1,B11.jpg,D,B,0
